county,median_household_income
"Campbell County, South Dakota",65000.0
"Charles Mix County, South Dakota",64850.0
"Clark County, South Dakota",62885.0
"Clay County, South Dakota",58794.0
"Codington County, South Dakota",65080.0
"Corson County, South Dakota",43750.0
"Custer County, South Dakota",81958.0
"Davison County, South Dakota",61401.0
"Day County, South Dakota",62270.0
"Deuel County, South Dakota",79556.0
"Dewey County, South Dakota",57928.0
"Douglas County, South Dakota",78125.0
"Edmunds County, South Dakota",77266.0
"Fall River County, South Dakota",61056.0
"Faulk County, South Dakota",58000.0
"Grant County, South Dakota",73818.0
"Gregory County, South Dakota",52432.0
"Haakon County, South Dakota",59231.0
"Hamlin County, South Dakota",83194.0
"Hand County, South Dakota",72054.0
"Hanson County, South Dakota",86375.0
"Harding County, South Dakota",74766.0
"Hughes County, South Dakota",78981.0
"Hutchinson County, South Dakota",74459.0
"Hyde County, South Dakota",74279.0
"Jackson County, South Dakota",26686.0
"Jerauld County, South Dakota",75417.0
"Jones County, South Dakota",64688.0
"Kingsbury County, South Dakota",70221.0
"Lake County, South Dakota",73792.0
"Lawrence County, South Dakota",66766.0
"Lincoln County, South Dakota",96552.0
"Lyman County, South Dakota",61169.0
"McCook County, South Dakota",80847.0
"McPherson County, South Dakota",62024.0
"Marshall County, South Dakota",72500.0
"Meade County, South Dakota",74161.0
"Mellette County, South Dakota",51364.0
"Miner County, South Dakota",72589.0
"Minnehaha County, South Dakota",76074.0
"Moody County, South Dakota",77500.0
"Oglala Lakota County, South Dakota",34769.0
"Pennington County, South Dakota",70768.0
"Perkins County, South Dakota",65455.0
"Potter County, South Dakota",71726.0
"Roberts County, South Dakota",63691.0
"Sanborn County, South Dakota",69870.0
"Spink County, South Dakota",73011.0
"Stanley County, South Dakota",77000.0
"Sully County, South Dakota",70250.0
"Todd County, South Dakota",39148.0
"Tripp County, South Dakota",58854.0
"Turner County, South Dakota",75283.0
"Union County, South Dakota",84137.0
"Walworth County, South Dakota",62722.0
"Yankton County, South Dakota",73855.0
"Ziebach County, South Dakota",47333.0
"Anderson County, Tennessee",63171.0
"Bedford County, Tennessee",62197.0
"Benton County, Tennessee",50435.0
"Bledsoe County, Tennessee",49655.0
"Blount County, Tennessee",74607.0
"Bradley County, Tennessee",63789.0
"Campbell County, Tennessee",50260.0
"Cannon County, Tennessee",58092.0
"Carroll County, Tennessee",50391.0
"Carter County, Tennessee",48435.0
"Cheatham County, Tennessee",82015.0
"Chester County, Tennessee",60543.0
"Claiborne County, Tennessee",46587.0
"Clay County, Tennessee",44712.0
"Cocke County, Tennessee",48416.0
"Coffee County, Tennessee",60656.0
"Crockett County, Tennessee",59049.0
"Cumberland County, Tennessee",58475.0
"Davidson County, Tennessee",75664.0
"Decatur County, Tennessee",46190.0
"DeKalb County, Tennessee",48484.0
"Dickson County, Tennessee",73223.0
"Dyer County, Tennessee",54973.0
"Fayette County, Tennessee",84764.0
"Fentress County, Tennessee",50865.0
"Franklin County, Tennessee",61553.0
"Gibson County, Tennessee",59009.0
"Giles County, Tennessee",61476.0
"Grainger County, Tennessee",51351.0
"Greene County, Tennessee",54071.0
"Grundy County, Tennessee",45573.0
"Hamblen County, Tennessee",52794.0
"Hamilton County, Tennessee",72568.0
"Hancock County, Tennessee",31995.0
"Hardeman County, Tennessee",46173.0
"Hardin County, Tennessee",49149.0
"Hawkins County, Tennessee",55278.0
"Haywood County, Tennessee",43513.0
"Henderson County, Tennessee",53471.0
"Henry County, Tennessee",48540.0
"Hickman County, Tennessee",57223.0
"Houston County, Tennessee",54475.0
"Humphreys County, Tennessee",59333.0
"Jackson County, Tennessee",41475.0
"Jefferson County, Tennessee",63084.0
"Johnson County, Tennessee",52152.0
"Knox County, Tennessee",71662.0
"Lake County, Tennessee",30500.0
"Lauderdale County, Tennessee",49205.0
"Lawrence County, Tennessee",53233.0
"Lewis County, Tennessee",49477.0
"Lincoln County, Tennessee",63115.0
"Loudon County, Tennessee",80296.0
"McMinn County, Tennessee",59674.0
"McNairy County, Tennessee",50714.0
"Macon County, Tennessee",56269.0
"Madison County, Tennessee",58189.0
"Marion County, Tennessee",58103.0
"Marshall County, Tennessee",70829.0
"Maury County, Tennessee",74162.0
"Meigs County, Tennessee",58395.0
"Monroe County, Tennessee",56648.0
"Montgomery County, Tennessee",72365.0
"Moore County, Tennessee",66687.0
"Morgan County, Tennessee",57408.0
"Obion County, Tennessee",53102.0
"Overton County, Tennessee",46159.0
"Perry County, Tennessee",50489.0
"Pickett County, Tennessee",44591.0
"Polk County, Tennessee",60227.0
"Putnam County, Tennessee",56537.0
"Rhea County, Tennessee",58133.0
"Roane County, Tennessee",66218.0
"Robertson County, Tennessee",78439.0
"Rutherford County, Tennessee",82588.0
"Scott County, Tennessee",42679.0
"Sequatchie County, Tennessee",52260.0
"Sevier County, Tennessee",63829.0
"Shelby County, Tennessee",62337.0
"Smith County, Tennessee",62799.0
"Stewart County, Tennessee",62052.0
"Sullivan County, Tennessee",56802.0
"Sumner County, Tennessee",86005.0
"Tipton County, Tennessee",71736.0
"Trousdale County, Tennessee",63190.0
"Unicoi County, Tennessee",50381.0
"Union County, Tennessee",61858.0
"Van Buren County, Tennessee",60281.0
"Warren County, Tennessee",54088.0
"Washington County, Tennessee",61051.0
"Wayne County, Tennessee",52824.0
"Weakley County, Tennessee",49502.0
"White County, Tennessee",52206.0
"Williamson County, Tennessee",131202.0
"Wilson County, Tennessee",94048.0
"Anderson County, Texas",58846.0
"Andrews County, Texas",76902.0
"Angelina County, Texas",58847.0
"Aransas County, Texas",61754.0
"Archer County, Texas",71958.0
"Armstrong County, Texas",68462.0
"Atascosa County, Texas",69413.0
"Austin County, Texas",75994.0
"Bailey County, Texas",70625.0
"Bandera County, Texas",69703.0
"Bastrop County, Texas",82730.0
"Baylor County, Texas",42313.0
"Bee County, Texas",56075.0
"Bell County, Texas",66051.0
"Bexar County, Texas",70571.0
"Blanco County, Texas",87564.0
"Borden County, Texas",64250.0
"Bosque County, Texas",69339.0
"Bowie County, Texas",59295.0
"Brazoria County, Texas",95155.0
"Brazos County, Texas",58388.0
"Brewster County, Texas",52612.0
"Briscoe County, Texas",41188.0
"Brooks County, Texas",31310.0
"Brown County, Texas",55305.0
"Burleson County, Texas",72888.0
"Burnet County, Texas",77158.0
"Caldwell County, Texas",68503.0
"Calhoun County, Texas",71870.0
"Callahan County, Texas",68455.0
"Cameron County, Texas",51334.0
"Camp County, Texas",55061.0
"Carson County, Texas",84583.0
"Cass County, Texas",54328.0
"Castro County, Texas",63485.0
"Chambers County, Texas",108114.0
"Cherokee County, Texas",59830.0
"Childress County, Texas",60333.0
"Clay County, Texas",77355.0
"Cochran County, Texas",42137.0
"Coke County, Texas",46431.0
"Coleman County, Texas",52364.0
"Collin County, Texas",117588.0
"Collingsworth County, Texas",60165.0
"Colorado County, Texas",68554.0
"Comal County, Texas",99015.0
"Comanche County, Texas",59946.0
"Concho County, Texas",59632.0
"Cooke County, Texas",72472.0
"Coryell County, Texas",68904.0
"Cottle County, Texas",58819.0
"Crane County, Texas",59915.0
"Crockett County, Texas",81739.0
"Crosby County, Texas",52197.0
"Culberson County, Texas",42672.0
"Dallam County, Texas",72332.0
"Dallas County, Texas",74149.0
"Dawson County, Texas",55789.0
"Deaf Smith County, Texas",54114.0
"Delta County, Texas",62855.0
"Denton County, Texas",108185.0
"DeWitt County, Texas",64014.0
"Dickens County, Texas",50417.0
"Dimmit County, Texas",33409.0
"Donley County, Texas",56648.0
"Duval County, Texas",50081.0
"Eastland County, Texas",51741.0
"Ector County, Texas",71031.0
"Edwards County, Texas",38500.0
"Ellis County, Texas",95898.0
"El Paso County, Texas",58859.0
"Erath County, Texas",65351.0
"Falls County, Texas",55372.0
"Fannin County, Texas",68377.0
"Fayette County, Texas",76541.0
"Fisher County, Texas",64700.0
"Floyd County, Texas",55461.0
"Foard County, Texas",42212.0
"Fort Bend County, Texas",113409.0
"Franklin County, Texas",66800.0
"Freestone County, Texas",58460.0
"Frio County, Texas",60098.0
"Gaines County, Texas",76605.0
"Galveston County, Texas",85348.0
"Garza County, Texas",50545.0
"Gillespie County, Texas",67799.0
"Glasscock County, Texas",106806.0
"Goliad County, Texas",59556.0
"Gonzales County, Texas",59355.0
"Gray County, Texas",56082.0
"Grayson County, Texas",70455.0
"Gregg County, Texas",64809.0
"Grimes County, Texas",67080.0
"Guadalupe County, Texas",93776.0
"Hale County, Texas",52788.0
"Hall County, Texas",46728.0
"Hamilton County, Texas",55339.0
"Hansford County, Texas",68299.0
"Hardeman County, Texas",61179.0
"Hardin County, Texas",72532.0
"Harris County, Texas",73104.0
"Harrison County, Texas",66040.0
"Hartley County, Texas",82122.0
"Haskell County, Texas",54044.0
"Hays County, Texas",85827.0
"Hemphill County, Texas",72052.0
"Henderson County, Texas",63955.0
"Hidalgo County, Texas",52281.0
"Hill County, Texas",63147.0
"Hockley County, Texas",54810.0
"Hood County, Texas",86802.0
"Hopkins County, Texas",64725.0
"Houston County, Texas",54563.0
"Howard County, Texas",71457.0
"Hudspeth County, Texas",39336.0
"Hunt County, Texas",70112.0
"Hutchinson County, Texas",65470.0
"Irion County, Texas",58125.0
"Jack County, Texas",65693.0
"Jackson County, Texas",61752.0
"Jasper County, Texas",49919.0
"Jeff Davis County, Texas",32625.0
"Jefferson County, Texas",59934.0
"Jim Hogg County, Texas",42230.0
"Jim Wells County, Texas",47492.0
"Johnson County, Texas",81826.0
"Jones County, Texas",63472.0
"Karnes County, Texas",59103.0
"Kaufman County, Texas",88606.0
"Kendall County, Texas",110498.0
"Kent County, Texas",71420.0
"Kerr County, Texas",67927.0
"Kimble County, Texas",65703.0
"King County, Texas",70192.0
"Kinney County, Texas",66341.0
"Kleberg County, Texas",57612.0
"Knox County, Texas",56304.0
"Lamar County, Texas",61122.0
"Lamb County, Texas",56997.0
"Lampasas County, Texas",76919.0
"La Salle County, Texas",55469.0
"Lavaca County, Texas",61768.0
"Lee County, Texas",66000.0
"Leon County, Texas",59975.0
"Liberty County, Texas",64773.0
"Limestone County, Texas",58109.0
"Lipscomb County, Texas",71442.0
"Live Oak County, Texas",53869.0
"Llano County, Texas",65636.0
"Loving County, Texas",51087.0
"Lubbock County, Texas",63367.0
"Lynn County, Texas",57411.0
"McCulloch County, Texas",51919.0
"McLennan County, Texas",63888.0
"McMullen County, Texas",45833.0
"Madison County, Texas",67128.0
"Marion County, Texas",47447.0
"Martin County, Texas",77083.0
"Mason County, Texas",68750.0
"Matagorda County, Texas",55174.0
"Maverick County, Texas",51270.0
"Medina County, Texas",73462.0
"Menard County, Texas",48191.0
"Midland County, Texas",93984.0
"Milam County, Texas",59076.0
"Mills County, Texas",64494.0
"Mitchell County, Texas",56033.0
"Montague County, Texas",62818.0
"Montgomery County, Texas",97266.0
"Moore County, Texas",61325.0
"Morris County, Texas",55082.0
"Motley County, Texas",62857.0
"Nacogdoches County, Texas",51528.0
"Navarro County, Texas",59310.0
"Newton County, Texas",41044.0
"Nolan County, Texas",50160.0
"Nueces County, Texas",66021.0
"Ochiltree County, Texas",64988.0
"Oldham County, Texas",76402.0
"Orange County, Texas",73372.0
"Palo Pinto County, Texas",64972.0
"Panola County, Texas",62593.0
"Parker County, Texas",102099.0
"Parmer County, Texas",68164.0
"Pecos County, Texas",67689.0
"Polk County, Texas",59066.0
"Potter County, Texas",50448.0
"Presidio County, Texas",29014.0
"Rains County, Texas",64874.0
"Randall County, Texas",80905.0
"Reagan County, Texas",70288.0
"Real County, Texas",45417.0
"Red River County, Texas",46912.0
"Reeves County, Texas",56056.0
"Refugio County, Texas",58016.0
"Roberts County, Texas",66118.0
"Robertson County, Texas",66250.0
"Rockwall County, Texas",124917.0
"Runnels County, Texas",63490.0
"Rusk County, Texas",67506.0
"Sabine County, Texas",59924.0
"San Augustine County, Texas",46338.0
"San Jacinto County, Texas",59526.0
"San Patricio County, Texas",67512.0
"San Saba County, Texas",54855.0
"Schleicher County, Texas",90141.0
"Scurry County, Texas",62689.0
"Shackelford County, Texas",64659.0
"Shelby County, Texas",50436.0
"Sherman County, Texas",74167.0
"Smith County, Texas",71923.0
"Somervell County, Texas",83382.0
"Starr County, Texas",38182.0
"Stephens County, Texas",54695.0
"Sterling County, Texas",78750.0
"Stonewall County, Texas",61250.0
"Sutton County, Texas",75000.0
"Swisher County, Texas",39031.0
"Tarrant County, Texas",81905.0
"Taylor County, Texas",66406.0
"Terrell County, Texas",46989.0
"Terry County, Texas",45905.0
"Throckmorton County, Texas",58864.0
"Titus County, Texas",59220.0
"Tom Green County, Texas",66254.0
"Travis County, Texas",97169.0
"Trinity County, Texas",51663.0
"Tyler County, Texas",50647.0
"Upshur County, Texas",62794.0
"Upton County, Texas",52321.0
"Uvalde County, Texas",57849.0
"Val Verde County, Texas",59673.0
"Van Zandt County, Texas",68274.0
"Victoria County, Texas",70101.0
"Walker County, Texas",49862.0
"Waller County, Texas",76135.0
"Ward County, Texas",71719.0
"Washington County, Texas",75085.0
"Webb County, Texas",62506.0
"Wharton County, Texas",66100.0
"Wheeler County, Texas",67964.0
"Wichita County, Texas",62168.0
"Wilbarger County, Texas",51626.0
"Willacy County, Texas",45645.0
"Williamson County, Texas",108309.0
"Wilson County, Texas",92461.0
"Winkler County, Texas",91898.0
"Wise County, Texas",89897.0
"Wood County, Texas",62524.0
"Yoakum County, Texas",82261.0
"Young County, Texas",63723.0
"Zapata County, Texas",36527.0
"Zavala County, Texas",41887.0
"Beaver County, Utah",85603.0
"Box Elder County, Utah",77865.0
"Cache County, Utah",78292.0
"Carbon County, Utah",53673.0
"Daggett County, Utah",58750.0
"Davis County, Utah",108058.0
"Duchesne County, Utah",74738.0
"Emery County, Utah",69956.0
"Garfield County, Utah",61688.0
"Grand County, Utah",62521.0
"Iron County, Utah",65527.0
"Juab County, Utah",89803.0
"Kane County, Utah",75000.0
"Millard County, Utah",70877.0
"Morgan County, Utah",126092.0
"Piute County, Utah",44650.0
"Rich County, Utah",76875.0
"Salt Lake County, Utah",94658.0
"San Juan County, Utah",54890.0
"Sanpete County, Utah",67459.0
"Sevier County, Utah",73765.0
"Summit County, Utah",137058.0
"Tooele County, Utah",101846.0
"Uintah County, Utah",69861.0
"Utah County, Utah",96877.0
"Wasatch County, Utah",115146.0
"Washington County, Utah",76411.0
"Wayne County, Utah",70074.0
"Weber County, Utah",87083.0
"Addison County, Vermont",88478.0
"Bennington County, Vermont",71494.0
"Caledonia County, Vermont",66075.0
"Chittenden County, Vermont",94310.0
"Essex County, Vermont",58985.0
"Franklin County, Vermont",79078.0
"Grand Isle County, Vermont",90625.0
"Lamoille County, Vermont",69897.0
"Orange County, Vermont",77328.0
"Orleans County, Vermont",66426.0
"Rutland County, Vermont",64778.0
"Washington County, Vermont",79853.0
"Windham County, Vermont",68021.0
"Windsor County, Vermont",75247.0
"Accomack County, Virginia",57500.0
"Albemarle County, Virginia",102617.0
"Alleghany County, Virginia",55160.0
"Amelia County, Virginia",66339.0
"Amherst County, Virginia",67298.0
"Appomattox County, Virginia",62337.0
"Arlington County, Virginia",140160.0
"Augusta County, Virginia",79972.0
"Bath County, Virginia",61709.0
"Bedford County, Virginia",77644.0
"Bland County, Virginia",61375.0
"Botetourt County, Virginia",80467.0
"Brunswick County, Virginia",52978.0
"Buchanan County, Virginia",42216.0
"Buckingham County, Virginia",59199.0
"Campbell County, Virginia",62608.0
"Caroline County, Virginia",86267.0
"Carroll County, Virginia",52575.0
"Charles City County, Virginia",70339.0
"Charlotte County, Virginia",48892.0
"Chesterfield County, Virginia",98910.0
"Clarke County, Virginia",114185.0
"Craig County, Virginia",67778.0
"Culpeper County, Virginia",96098.0
"Cumberland County, Virginia",57057.0
"Dickenson County, Virginia",43831.0
"Dinwiddie County, Virginia",83898.0
"Essex County, Virginia",56481.0
"Fairfax County, Virginia",150113.0
"Fauquier County, Virginia",129495.0
"Floyd County, Virginia",61401.0
"Fluvanna County, Virginia",91959.0
"Franklin County, Virginia",68348.0
"Frederick County, Virginia",95603.0
"Giles County, Virginia",64819.0
"Gloucester County, Virginia",83689.0
"Goochland County, Virginia",118695.0
"Grayson County, Virginia",42864.0
"Greene County, Virginia",85268.0
"Greensville County, Virginia",56759.0
"Halifax County, Virginia",49244.0
"Hanover County, Virginia",109504.0
"Henrico County, Virginia",86397.0
"Henry County, Virginia",48445.0
"Highland County, Virginia",62946.0
"Isle of Wight County, Virginia",96118.0
"James City County, Virginia",107046.0
"King and Queen County, Virginia",72851.0
"King George County, Virginia",110517.0
"King William County, Virginia",85212.0
"Lancaster County, Virginia",67169.0
"Lee County, Virginia",42269.0
"Loudoun County, Virginia",178707.0
"Louisa County, Virginia",80343.0
"Lunenburg County, Virginia",54460.0
"Madison County, Virginia",82972.0
"Mathews County, Virginia",75487.0
"Mecklenburg County, Virginia",51691.0
"Middlesex County, Virginia",74154.0
"Montgomery County, Virginia",70769.0
"Nelson County, Virginia",68525.0
"New Kent County, Virginia",120125.0
"Northampton County, Virginia",55933.0
"Northumberland County, Virginia",69500.0
"Nottoway County, Virginia",62161.0
"Orange County, Virginia",94175.0
"Page County, Virginia",59396.0
"Patrick County, Virginia",50938.0
"Pittsylvania County, Virginia",54115.0
"Powhatan County, Virginia",110667.0
"Prince Edward County, Virginia",55082.0
"Prince George County, Virginia",88225.0
"Prince William County, Virginia",128873.0
"Pulaski County, Virginia",60767.0
"Rappahannock County, Virginia",98125.0
"Richmond County, Virginia",64184.0
"Roanoke County, Virginia",82931.0
"Rockbridge County, Virginia",63975.0
"Rockingham County, Virginia",78468.0
"Russell County, Virginia",49020.0
"Scott County, Virginia",45136.0
"Shenandoah County, Virginia",64437.0
"Smyth County, Virginia",46859.0
"Southampton County, Virginia",68465.0
"Spotsylvania County, Virginia",109576.0
"Stafford County, Virginia",133792.0
"Surry County, Virginia",71458.0
"Sussex County, Virginia",62821.0
"Tazewell County, Virginia",45788.0
"Warren County, Virginia",84331.0
"Washington County, Virginia",62774.0
"Westmoreland County, Virginia",59766.0
"Wise County, Virginia",50740.0
"Wythe County, Virginia",55359.0
"York County, Virginia",108326.0
"Alexandria city, Virginia",113638.0
"Bristol city, Virginia",44706.0
"Buena Vista city, Virginia",54458.0
"Charlottesville city, Virginia",69829.0
"Chesapeake city, Virginia",94189.0
"Colonial Heights city, Virginia",76250.0
"Covington city, Virginia",42724.0
"Danville city, Virginia",42778.0
"Emporia city, Virginia",49375.0
"Fairfax city, Virginia",132774.0
"Falls Church city, Virginia",154734.0
"Franklin city, Virginia",65125.0
"Fredericksburg city, Virginia",85368.0
"Galax city, Virginia",41438.0
"Hampton city, Virginia",67758.0
"Harrisonburg city, Virginia",59752.0
"Hopewell city, Virginia",48681.0
"Lexington city, Virginia",89598.0
"Lynchburg city, Virginia",59808.0
"Manassas city, Virginia",117919.0
"Manassas Park city, Virginia",100668.0
"Martinsville city, Virginia",42434.0
"Newport News city, Virginia",66718.0
"Norfolk city, Virginia",64017.0
"Norton city, Virginia",38497.0
"Petersburg city, Virginia",50741.0
"Poquoson city, Virginia",120919.0
"Portsmouth city, Virginia",58972.0
"Radford city, Virginia",52791.0
"Richmond city, Virginia",62671.0
"Roanoke city, Virginia",52671.0
"Salem city, Virginia",66716.0
"Staunton city, Virginia",62586.0
"Suffolk city, Virginia",90089.0
"Virginia Beach city, Virginia",90685.0
"Waynesboro city, Virginia",56364.0
"Williamsburg city, Virginia",70206.0
"Winchester city, Virginia",64648.0
"Adams County, Washington",65042.0
"Asotin County, Washington",69107.0
"Benton County, Washington",87316.0
"Chelan County, Washington",78306.0
"Clallam County, Washington",67999.0
"Clark County, Washington",94948.0
"Columbia County, Washington",71528.0
"Cowlitz County, Washington",72932.0
"Douglas County, Washington",80374.0
"Ferry County, Washington",54650.0
"Franklin County, Washington",82755.0
"Garfield County, Washington",62411.0
"Grant County, Washington",71115.0
"Grays Harbor County, Washington",63539.0
"Island County, Washington",88358.0
"Jefferson County, Washington",71143.0
"King County, Washington",122148.0
"Kitsap County, Washington",98546.0
"Kittitas County, Washington",69928.0
"Klickitat County, Washington",70400.0
"Lewis County, Washington",69690.0
"Lincoln County, Washington",71227.0
"Mason County, Washington",78359.0
"Okanogan County, Washington",60293.0
"Pacific County, Washington",62350.0
"Pend Oreille County, Washington",63750.0
"Pierce County, Washington",96632.0
"San Juan County, Washington",83682.0
"Skagit County, Washington",85474.0
"Skamania County, Washington",90085.0
"Snohomish County, Washington",107982.0
"Spokane County, Washington",73513.0
"Stevens County, Washington",67405.0
"Thurston County, Washington",93985.0
"Wahkiakum County, Washington",57091.0
"Walla Walla County, Washington",72212.0
"Whatcom County, Washington",80989.0
"Whitman County, Washington",52893.0
"Yakima County, Washington",68015.0
"Barbour County, West Virginia",48347.0
"Berkeley County, West Virginia",77329.0
"Boone County, West Virginia",56152.0
"Braxton County, West Virginia",44449.0
"Brooke County, West Virginia",52116.0
"Cabell County, West Virginia",52828.0
"Calhoun County, West Virginia",41421.0
"Clay County, West Virginia",42790.0
"Doddridge County, West Virginia",61164.0
"Fayette County, West Virginia",52672.0
"Gilmer County, West Virginia",50991.0
"Grant County, West Virginia",61530.0
"Greenbrier County, West Virginia",48662.0
"Hampshire County, West Virginia",60299.0
"Hancock County, West Virginia",61017.0
"Hardy County, West Virginia",49302.0
"Harrison County, West Virginia",58326.0
"Jackson County, West Virginia",55671.0
"Jefferson County, West Virginia",95523.0
"Kanawha County, West Virginia",58887.0
"Lewis County, West Virginia",52279.0
"Lincoln County, West Virginia",48593.0
"Logan County, West Virginia",47237.0
"McDowell County, West Virginia",29980.0
"Marion County, West Virginia",67537.0
"Marshall County, West Virginia",60329.0
"Mason County, West Virginia",53454.0
"Mercer County, West Virginia",47799.0
"Mineral County, West Virginia",68049.0
"Mingo County, West Virginia",39527.0
"Monongalia County, West Virginia",62704.0
"Monroe County, West Virginia",54508.0
"Morgan County, West Virginia",63805.0
"Nicholas County, West Virginia",49280.0
"Ohio County, West Virginia",57867.0
"Pendleton County, West Virginia",61738.0
"Pleasants County, West Virginia",61038.0
"Pocahontas County, West Virginia",41200.0
"Preston County, West Virginia",61373.0
"Putnam County, West Virginia",77871.0
"Raleigh County, West Virginia",52055.0
"Randolph County, West Virginia",55057.0
"Ritchie County, West Virginia",50256.0
"Roane County, West Virginia",45194.0
"Summers County, West Virginia",42544.0
"Taylor County, West Virginia",56807.0
"Tucker County, West Virginia",53475.0
"Tyler County, West Virginia",58293.0
"Upshur County, West Virginia",51859.0
"Wayne County, West Virginia",55539.0
"Webster County, West Virginia",42061.0
"Wetzel County, West Virginia",53341.0
"Wirt County, West Virginia",54688.0
"Wood County, West Virginia",56193.0
"Wyoming County, West Virginia",48038.0
"Adams County, Wisconsin",59153.0
"Ashland County, Wisconsin",57645.0
"Barron County, Wisconsin",64619.0
"Bayfield County, Wisconsin",69609.0
"Brown County, Wisconsin",77490.0
"Buffalo County, Wisconsin",68722.0
"Burnett County, Wisconsin",61664.0
"Calumet County, Wisconsin",87700.0
"Chippewa County, Wisconsin",74009.0
"Clark County, Wisconsin",66250.0
"Columbia County, Wisconsin",82792.0
"Crawford County, Wisconsin",63496.0
"Dane County, Wisconsin",88108.0
"Dodge County, Wisconsin",73992.0
"Door County, Wisconsin",71785.0
"Douglas County, Wisconsin",72579.0
"Dunn County, Wisconsin",71785.0
"Eau Claire County, Wisconsin",71834.0
"Florence County, Wisconsin",62786.0
"Fond du Lac County, Wisconsin",73154.0
"Forest County, Wisconsin",59727.0
"Grant County, Wisconsin",64349.0
"Green County, Wisconsin",80248.0
"Green Lake County, Wisconsin",66917.0
"Iowa County, Wisconsin",83372.0
"Iron County, Wisconsin",59058.0
"Jackson County, Wisconsin",65508.0
"Jefferson County, Wisconsin",80604.0
"Juneau County, Wisconsin",65150.0
"Kenosha County, Wisconsin",79412.0
"Kewaunee County, Wisconsin",80085.0
"La Crosse County, Wisconsin",70704.0
"Lafayette County, Wisconsin",72091.0
"Langlade County, Wisconsin",57258.0
"Lincoln County, Wisconsin",67726.0
"Manitowoc County, Wisconsin",68611.0
"Marathon County, Wisconsin",76185.0
"Marinette County, Wisconsin",63401.0
"Marquette County, Wisconsin",63471.0
"Menominee County, Wisconsin",59528.0
"Milwaukee County, Wisconsin",62118.0
"Monroe County, Wisconsin",68213.0
"Oconto County, Wisconsin",75886.0
"Oneida County, Wisconsin",69621.0
"Outagamie County, Wisconsin",82857.0
"Ozaukee County, Wisconsin",96734.0
"Pepin County, Wisconsin",74536.0
"Pierce County, Wisconsin",88802.0
"Polk County, Wisconsin",76208.0
"Portage County, Wisconsin",73284.0
"Price County, Wisconsin",58720.0
"Racine County, Wisconsin",75331.0
"Richland County, Wisconsin",62649.0
"Rock County, Wisconsin",74390.0
"Rusk County, Wisconsin",58322.0
"St. Croix County, Wisconsin",102482.0
"Sauk County, Wisconsin",77648.0
"Sawyer County, Wisconsin",59055.0
"Shawano County, Wisconsin",67032.0
"Sheboygan County, Wisconsin",71898.0
"Taylor County, Wisconsin",63142.0
"Trempealeau County, Wisconsin",71295.0
"Vernon County, Wisconsin",69556.0
"Vilas County, Wisconsin",67132.0
"Walworth County, Wisconsin",77359.0
"Washburn County, Wisconsin",61270.0
"Washington County, Wisconsin",95851.0
"Waukesha County, Wisconsin",104100.0
"Waupaca County, Wisconsin",71189.0
"Waushara County, Wisconsin",64968.0
"Winnebago County, Wisconsin",72873.0
"Wood County, Wisconsin",66417.0
"Albany County, Wyoming",59881.0
"Big Horn County, Wyoming",60547.0
"Campbell County, Wyoming",95253.0
"Carbon County, Wyoming",66721.0
"Converse County, Wyoming",79164.0
"Crook County, Wyoming",71209.0
"Fremont County, Wyoming",64646.0
"Goshen County, Wyoming",64882.0
"Hot Springs County, Wyoming",64375.0
"Johnson County, Wyoming",63905.0
"Laramie County, Wyoming",77884.0
"Lincoln County, Wyoming",86092.0
"Natrona County, Wyoming",71247.0
"Niobrara County, Wyoming",48987.0
"Park County, Wyoming",70533.0
"Platte County, Wyoming",66299.0
"Sheridan County, Wyoming",70855.0
"Sublette County, Wyoming",82791.0
"Sweetwater County, Wyoming",76464.0
"Teton County, Wyoming",112681.0
"Uinta County, Wyoming",82672.0
"Washakie County, Wyoming",62648.0
"Weston County, Wyoming",87545.0
"Adjuntas Municipio, Puerto Rico",18605.0
"Aguada Municipio, Puerto Rico",21694.0
"Aguadilla Municipio, Puerto Rico",19826.0
"Aguas Buenas Municipio, Puerto Rico",22361.0
"Aibonito Municipio, Puerto Rico",21714.0
"Añasco Municipio, Puerto Rico",23591.0
"Arecibo Municipio, Puerto Rico",23175.0
"Arroyo Municipio, Puerto Rico",18931.0
"Barceloneta Municipio, Puerto Rico",21750.0
"Barranquitas Municipio, Puerto Rico",22167.0
"Bayamón Municipio, Puerto Rico",30729.0
"Cabo Rojo Municipio, Puerto Rico",25720.0
"Caguas Municipio, Puerto Rico",30113.0
"Camuy Municipio, Puerto Rico",26094.0
"Canóvanas Municipio, Puerto Rico",27278.0
"Carolina Municipio, Puerto Rico",35126.0
"Cataño Municipio, Puerto Rico",24307.0
"Cayey Municipio, Puerto Rico",28461.0
"Ceiba Municipio, Puerto Rico",23204.0
"Ciales Municipio, Puerto Rico",20614.0
"Cidra Municipio, Puerto Rico",27149.0
"Coamo Municipio, Puerto Rico",20797.0
"Comerío Municipio, Puerto Rico",17254.0
"Corozal Municipio, Puerto Rico",23933.0
"Culebra Municipio, Puerto Rico",27614.0
"Dorado Municipio, Puerto Rico",33388.0
"Fajardo Municipio, Puerto Rico",25170.0
"Florida Municipio, Puerto Rico",21213.0
"Guánica Municipio, Puerto Rico",16210.0
"Guayama Municipio, Puerto Rico",20273.0
"Guayanilla Municipio, Puerto Rico",21400.0
"Guaynabo Municipio, Puerto Rico",46048.0
