county,median_household_income
"Bremer County, Iowa",83343.0
"Buchanan County, Iowa",78430.0
"Buena Vista County, Iowa",66564.0
"Butler County, Iowa",69651.0
"Calhoun County, Iowa",66875.0
"Carroll County, Iowa",68528.0
"Cass County, Iowa",61657.0
"Cedar County, Iowa",79080.0
"Cerro Gordo County, Iowa",65537.0
"Cherokee County, Iowa",64478.0
"Chickasaw County, Iowa",73421.0
"Clarke County, Iowa",66821.0
"Clay County, Iowa",64082.0
"Clayton County, Iowa",62326.0
"Clinton County, Iowa",65177.0
"Crawford County, Iowa",65039.0
"Dallas County, Iowa",102349.0
"Davis County, Iowa",79505.0
"Decatur County, Iowa",57146.0
"Delaware County, Iowa",76205.0
"Des Moines County, Iowa",60662.0
"Dickinson County, Iowa",74570.0
"Dubuque County, Iowa",75919.0
"Emmet County, Iowa",65181.0
"Fayette County, Iowa",58764.0
"Floyd County, Iowa",64500.0
"Franklin County, Iowa",63648.0
"Fremont County, Iowa",73750.0
"Greene County, Iowa",59159.0
"Grundy County, Iowa",83617.0
"Guthrie County, Iowa",79981.0
"Hamilton County, Iowa",71750.0
"Hancock County, Iowa",70212.0
"Hardin County, Iowa",64906.0
"Harrison County, Iowa",77027.0
"Henry County, Iowa",64604.0
"Howard County, Iowa",67336.0
"Humboldt County, Iowa",66994.0
"Ida County, Iowa",62841.0
"Iowa County, Iowa",72185.0
"Jackson County, Iowa",71605.0
"Jasper County, Iowa",70128.0
"Jefferson County, Iowa",56824.0
"Johnson County, Iowa",74721.0
"Jones County, Iowa",73071.0
"Keokuk County, Iowa",60856.0
"Kossuth County, Iowa",65656.0
"Lee County, Iowa",59803.0
"Linn County, Iowa",76421.0
"Louisa County, Iowa",80223.0
"Lucas County, Iowa",67921.0
"Lyon County, Iowa",72881.0
"Madison County, Iowa",89542.0
"Mahaska County, Iowa",69019.0
"Marion County, Iowa",78059.0
"Marshall County, Iowa",72785.0
"Mills County, Iowa",87810.0
"Mitchell County, Iowa",68704.0
"Monona County, Iowa",62944.0
"Monroe County, Iowa",72518.0
"Montgomery County, Iowa",63190.0
"Muscatine County, Iowa",69512.0
"O'Brien County, Iowa",68216.0
"Osceola County, Iowa",69138.0
"Page County, Iowa",57752.0
"Palo Alto County, Iowa",68963.0
"Plymouth County, Iowa",81600.0
"Pocahontas County, Iowa",63423.0
"Polk County, Iowa",81621.0
"Pottawattamie County, Iowa",71446.0
"Poweshiek County, Iowa",64837.0
"Ringgold County, Iowa",69821.0
"Sac County, Iowa",70991.0
"Scott County, Iowa",76363.0
"Shelby County, Iowa",67690.0
"Sioux County, Iowa",84736.0
"Story County, Iowa",69006.0
"Tama County, Iowa",67955.0
"Taylor County, Iowa",67279.0
"Union County, Iowa",56813.0
"Van Buren County, Iowa",60183.0
"Wapello County, Iowa",60034.0
"Warren County, Iowa",92990.0
"Washington County, Iowa",71339.0
"Wayne County, Iowa",59118.0
"Webster County, Iowa",68054.0
"Winnebago County, Iowa",63719.0
"Winneshiek County, Iowa",75652.0
"Woodbury County, Iowa",70147.0
"Worth County, Iowa",76875.0
"Wright County, Iowa",64033.0
"Allen County, Kansas",57618.0
"Anderson County, Kansas",64925.0
"Atchison County, Kansas",62164.0
"Barber County, Kansas",57615.0
"Barton County, Kansas",56733.0
"Bourbon County, Kansas",67555.0
"Brown County, Kansas",58886.0
"Butler County, Kansas",80375.0
"Chase County, Kansas",54518.0
"Chautauqua County, Kansas",54592.0
"Cherokee County, Kansas",58274.0
"Cheyenne County, Kansas",55765.0
"Clark County, Kansas",65515.0
"Clay County, Kansas",63136.0
"Cloud County, Kansas",57333.0
"Coffey County, Kansas",67377.0
"Comanche County, Kansas",49417.0
"Cowley County, Kansas",58263.0
"Crawford County, Kansas",50311.0
"Decatur County, Kansas",52030.0
"Dickinson County, Kansas",67982.0
"Doniphan County, Kansas",72833.0
"Douglas County, Kansas",68756.0
"Edwards County, Kansas",53792.0
"Elk County, Kansas",56087.0
"Ellis County, Kansas",59889.0
"Ellsworth County, Kansas",66792.0
"Finney County, Kansas",72437.0
"Ford County, Kansas",70495.0
"Franklin County, Kansas",72142.0
"Geary County, Kansas",57344.0
"Gove County, Kansas",63203.0
"Graham County, Kansas",52909.0
"Grant County, Kansas",72484.0
"Gray County, Kansas",77885.0
"Greeley County, Kansas",78819.0
"Greenwood County, Kansas",58276.0
"Hamilton County, Kansas",61929.0
"Harper County, Kansas",55417.0
"Harvey County, Kansas",73269.0
"Haskell County, Kansas",69138.0
"Hodgeman County, Kansas",63125.0
"Jackson County, Kansas",72703.0
"Jefferson County, Kansas",77393.0
"Jewell County, Kansas",52344.0
"Johnson County, Kansas",107261.0
"Kearny County, Kansas",74135.0
"Kingman County, Kansas",59819.0
"Kiowa County, Kansas",73214.0
"Labette County, Kansas",55439.0
"Lane County, Kansas",53042.0
"Leavenworth County, Kansas",86906.0
"Lincoln County, Kansas",53546.0
"Linn County, Kansas",59200.0
"Logan County, Kansas",71389.0
"Lyon County, Kansas",59078.0
"McPherson County, Kansas",77701.0
"Marion County, Kansas",63438.0
"Marshall County, Kansas",70828.0
"Meade County, Kansas",74868.0
"Miami County, Kansas",88000.0
"Mitchell County, Kansas",58233.0
"Montgomery County, Kansas",53242.0
"Morris County, Kansas",56716.0
"Morton County, Kansas",65625.0
"Nemaha County, Kansas",77375.0
"Neosho County, Kansas",55704.0
"Ness County, Kansas",66107.0
"Norton County, Kansas",50305.0
"Osage County, Kansas",70216.0
"Osborne County, Kansas",59408.0
"Ottawa County, Kansas",76755.0
"Pawnee County, Kansas",63625.0
"Phillips County, Kansas",61235.0
"Pottawatomie County, Kansas",87694.0
"Pratt County, Kansas",64348.0
"Rawlins County, Kansas",65000.0
"Reno County, Kansas",60498.0
"Republic County, Kansas",53611.0
"Rice County, Kansas",63947.0
"Riley County, Kansas",59560.0
"Rooks County, Kansas",61596.0
"Rush County, Kansas",60288.0
"Russell County, Kansas",53902.0
"Saline County, Kansas",63316.0
"Scott County, Kansas",67788.0
"Sedgwick County, Kansas",67675.0
"Seward County, Kansas",62269.0
"Shawnee County, Kansas",66043.0
"Sheridan County, Kansas",70000.0
"Sherman County, Kansas",64444.0
"Smith County, Kansas",57024.0
"Stafford County, Kansas",63786.0
"Stanton County, Kansas",70361.0
"Stevens County, Kansas",61909.0
"Sumner County, Kansas",60348.0
"Thomas County, Kansas",73575.0
"Trego County, Kansas",73375.0
"Wabaunsee County, Kansas",70536.0
"Wallace County, Kansas",60263.0
"Washington County, Kansas",62452.0
"Wichita County, Kansas",71282.0
"Wilson County, Kansas",57056.0
"Woodson County, Kansas",48152.0
"Wyandotte County, Kansas",60582.0
"Adair County, Kentucky",50316.0
"Allen County, Kentucky",59029.0
"Anderson County, Kentucky",71747.0
"Ballard County, Kentucky",64740.0
"Barren County, Kentucky",49171.0
"Bath County, Kentucky",54128.0
"Bell County, Kentucky",32403.0
"Boone County, Kentucky",94752.0
"Bourbon County, Kentucky",56322.0
"Boyd County, Kentucky",60659.0
"Boyle County, Kentucky",61635.0
"Bracken County, Kentucky",59521.0
"Breathitt County, Kentucky",41101.0
"Breckinridge County, Kentucky",53673.0
"Bullitt County, Kentucky",77640.0
"Butler County, Kentucky",52003.0
"Caldwell County, Kentucky",57618.0
"Calloway County, Kentucky",51854.0
"Campbell County, Kentucky",77271.0
"Carlisle County, Kentucky",62019.0
"Carroll County, Kentucky",57753.0
"Carter County, Kentucky",50389.0
"Casey County, Kentucky",41689.0
"Christian County, Kentucky",54190.0
"Clark County, Kentucky",67824.0
"Clay County, Kentucky",39607.0
"Clinton County, Kentucky",42168.0
"Crittenden County, Kentucky",47003.0
"Cumberland County, Kentucky",39662.0
"Daviess County, Kentucky",65323.0
"Edmonson County, Kentucky",54512.0
"Elliott County, Kentucky",40074.0
"Estill County, Kentucky",43905.0
"Fayette County, Kentucky",67631.0
"Fleming County, Kentucky",49663.0
"Floyd County, Kentucky",41582.0
"Franklin County, Kentucky",66470.0
"Fulton County, Kentucky",36834.0
"Gallatin County, Kentucky",62247.0
"Garrard County, Kentucky",62572.0
"Grant County, Kentucky",67940.0
"Graves County, Kentucky",50576.0
"Grayson County, Kentucky",49893.0
"Green County, Kentucky",41087.0
"Greenup County, Kentucky",59613.0
"Hancock County, Kentucky",66836.0
"Hardin County, Kentucky",67608.0
"Harlan County, Kentucky",37198.0
"Harrison County, Kentucky",63205.0
"Hart County, Kentucky",49653.0
"Henderson County, Kentucky",58239.0
"Henry County, Kentucky",60736.0
"Hickman County, Kentucky",63750.0
"Hopkins County, Kentucky",57610.0
"Jackson County, Kentucky",41410.0
"Jefferson County, Kentucky",67849.0
"Jessamine County, Kentucky",74886.0
"Johnson County, Kentucky",43014.0
"Kenton County, Kentucky",79421.0
"Knott County, Kentucky",37736.0
"Knox County, Kentucky",33153.0
"Larue County, Kentucky",67770.0
"Laurel County, Kentucky",56999.0
"Lawrence County, Kentucky",45584.0
"Lee County, Kentucky",34182.0
"Leslie County, Kentucky",40176.0
"Letcher County, Kentucky",40501.0
"Lewis County, Kentucky",41632.0
"Lincoln County, Kentucky",50862.0
"Livingston County, Kentucky",59713.0
"Logan County, Kentucky",61535.0
"Lyon County, Kentucky",64464.0
"McCracken County, Kentucky",62385.0
"McCreary County, Kentucky",37355.0
"McLean County, Kentucky",70549.0
"Madison County, Kentucky",62407.0
"Magoffin County, Kentucky",33632.0
"Marion County, Kentucky",55404.0
"Marshall County, Kentucky",63611.0
"Martin County, Kentucky",46185.0
"Mason County, Kentucky",51473.0
"Meade County, Kentucky",70163.0
"Menifee County, Kentucky",44672.0
"Mercer County, Kentucky",63115.0
"Metcalfe County, Kentucky",48572.0
"Monroe County, Kentucky",49430.0
"Montgomery County, Kentucky",57468.0
"Morgan County, Kentucky",47493.0
"Muhlenberg County, Kentucky",52672.0
"Nelson County, Kentucky",67888.0
"Nicholas County, Kentucky",53616.0
"Ohio County, Kentucky",54369.0
"Oldham County, Kentucky",121491.0
"Owen County, Kentucky",59706.0
"Owsley County, Kentucky",31064.0
"Pendleton County, Kentucky",66601.0
"Perry County, Kentucky",45261.0
"Pike County, Kentucky",42179.0
"Powell County, Kentucky",39811.0
"Pulaski County, Kentucky",50943.0
"Robertson County, Kentucky",52337.0
"Rockcastle County, Kentucky",48367.0
"Rowan County, Kentucky",53657.0
"Russell County, Kentucky",50520.0
"Scott County, Kentucky",83660.0
"Shelby County, Kentucky",82671.0
"Simpson County, Kentucky",57392.0
"Spencer County, Kentucky",98333.0
"Taylor County, Kentucky",61871.0
"Todd County, Kentucky",57759.0
"Trigg County, Kentucky",54630.0
"Trimble County, Kentucky",67813.0
"Union County, Kentucky",60989.0
"Warren County, Kentucky",64801.0
"Washington County, Kentucky",59762.0
"Wayne County, Kentucky",41933.0
"Webster County, Kentucky",58786.0
"Whitley County, Kentucky",41719.0
"Wolfe County, Kentucky",29052.0
"Woodford County, Kentucky",80006.0
"Acadia Parish, Louisiana",45266.0
"Allen Parish, Louisiana",51138.0
"Ascension Parish, Louisiana",92266.0
"Assumption Parish, Louisiana",52546.0
"Avoyelles Parish, Louisiana",39439.0
"Beauregard Parish, Louisiana",64995.0
"Bienville Parish, Louisiana",34992.0
"Bossier Parish, Louisiana",66336.0
"Caddo Parish, Louisiana",50067.0
"Calcasieu Parish, Louisiana",67849.0
"Caldwell Parish, Louisiana",44957.0
"Cameron Parish, Louisiana",72500.0
"Catahoula Parish, Louisiana",47753.0
"Claiborne Parish, Louisiana",31784.0
"Concordia Parish, Louisiana",37349.0
"De Soto Parish, Louisiana",46077.0
"East Baton Rouge Parish, Louisiana",63075.0
"East Carroll Parish, Louisiana",28321.0
"East Feliciana Parish, Louisiana",72899.0
"Evangeline Parish, Louisiana",42273.0
"Franklin Parish, Louisiana",44103.0
"Grant Parish, Louisiana",61112.0
"Iberia Parish, Louisiana",57811.0
"Iberville Parish, Louisiana",57459.0
"Jackson Parish, Louisiana",43345.0
"Jefferson Parish, Louisiana",65246.0
"Jefferson Davis Parish, Louisiana",56500.0
"Lafayette Parish, Louisiana",67660.0
"Lafourche Parish, Louisiana",63439.0
"LaSalle Parish, Louisiana",67077.0
"Lincoln Parish, Louisiana",38035.0
"Livingston Parish, Louisiana",78617.0
"Madison Parish, Louisiana",37267.0
"Morehouse Parish, Louisiana",36981.0
"Natchitoches Parish, Louisiana",46798.0
"Orleans Parish, Louisiana",55339.0
"Ouachita Parish, Louisiana",51241.0
"Plaquemines Parish, Louisiana",82874.0
"Pointe Coupee Parish, Louisiana",59351.0
"Rapides Parish, Louisiana",55946.0
"Red River Parish, Louisiana",44539.0
"Richland Parish, Louisiana",52960.0
"Sabine Parish, Louisiana",52047.0
"St. Bernard Parish, Louisiana",57638.0
"St. Charles Parish, Louisiana",82172.0
"St. Helena Parish, Louisiana",50193.0
"St. James Parish, Louisiana",64536.0
"St. John the Baptist Parish, Louisiana",67418.0
"St. Landry Parish, Louisiana",45637.0
"St. Martin Parish, Louisiana",53394.0
"St. Mary Parish, Louisiana",51768.0
"St. Tammany Parish, Louisiana",79277.0
"Tangipahoa Parish, Louisiana",57256.0
"Tensas Parish, Louisiana",36074.0
"Terrebonne Parish, Louisiana",64819.0
"Union Parish, Louisiana",45743.0
"Vermilion Parish, Louisiana",57537.0
"Vernon Parish, Louisiana",58281.0
"Washington Parish, Louisiana",42776.0
"Webster Parish, Louisiana",37396.0
"West Baton Rouge Parish, Louisiana",87320.0
"West Carroll Parish, Louisiana",48514.0
"West Feliciana Parish, Louisiana",74277.0
"Winn Parish, Louisiana",46368.0
"Androscoggin County, Maine",67298.0
"Aroostook County, Maine",54254.0
"Cumberland County, Maine",92983.0
"Franklin County, Maine",58522.0
"Hancock County, Maine",69630.0
"Kennebec County, Maine",65062.0
"Knox County, Maine",71903.0
"Lincoln County, Maine",72026.0
"Oxford County, Maine",57933.0
"Penobscot County, Maine",63248.0
"Piscataquis County, Maine",55234.0
"Sagadahoc County, Maine",82080.0
"Somerset County, Maine",56199.0
"Waldo County, Maine",68441.0
"Washington County, Maine",52237.0
"York County, Maine",82904.0
"Allegany County, Maryland",57393.0
"Anne Arundel County, Maryland",120324.0
"Baltimore County, Maryland",90904.0
"Calvert County, Maryland",132059.0
"Caroline County, Maryland",66368.0
"Carroll County, Maryland",115876.0
"Cecil County, Maryland",91146.0
"Charles County, Maryland",120592.0
"Dorchester County, Maryland",60495.0
"Frederick County, Maryland",120458.0
"Garrett County, Maryland",69031.0
"Harford County, Maryland",111317.0
"Howard County, Maryland",146982.0
"Kent County, Maryland",74402.0
"Montgomery County, Maryland",128733.0
"Prince George's County, Maryland",100708.0
"Queen Anne's County, Maryland",113347.0
"St. Mary's County, Maryland",114580.0
"Somerset County, Maryland",52462.0
"Talbot County, Maryland",84378.0
"Washington County, Maryland",74157.0
"Wicomico County, Maryland",72861.0
"Worcester County, Maryland",81455.0
"Baltimore city, Maryland",59623.0
"Barnstable County, Massachusetts",94452.0
"Berkshire County, Massachusetts",72565.0
"Bristol County, Massachusetts",84198.0
"Dukes County, Massachusetts",102348.0
"Essex County, Massachusetts",99431.0
"Franklin County, Massachusetts",72584.0
"Hampden County, Massachusetts",70535.0
"Hampshire County, Massachusetts",86391.0
"Middlesex County, Massachusetts",126779.0
"Nantucket County, Massachusetts",119750.0
"Norfolk County, Massachusetts",126497.0
"Plymouth County, Massachusetts",109698.0
"Suffolk County, Massachusetts",92859.0
"Worcester County, Massachusetts",93561.0
"Alcona County, Michigan",53568.0
"Alger County, Michigan",59406.0
"Allegan County, Michigan",80255.0
"Alpena County, Michigan",51909.0
"Antrim County, Michigan",71421.0
"Arenac County, Michigan",56989.0
"Baraga County, Michigan",55117.0
"Barry County, Michigan",77873.0
"Bay County, Michigan",60523.0
"Benzie County, Michigan",72603.0
"Berrien County, Michigan",63152.0
"Branch County, Michigan",61958.0
"Calhoun County, Michigan",60385.0
"Cass County, Michigan",68011.0
"Charlevoix County, Michigan",76495.0
"Cheboygan County, Michigan",61619.0
"Chippewa County, Michigan",60631.0
"Clare County, Michigan",49805.0
"Clinton County, Michigan",85928.0
"Crawford County, Michigan",58614.0
"Delta County, Michigan",54829.0
"Dickinson County, Michigan",61882.0
"Eaton County, Michigan",78025.0
"Emmet County, Michigan",73724.0
"Genesee County, Michigan",60673.0
"Gladwin County, Michigan",55576.0
"Gogebic County, Michigan",49672.0
"Grand Traverse County, Michigan",79486.0
"Gratiot County, Michigan",61128.0
"Hillsdale County, Michigan",60869.0
"Houghton County, Michigan",56573.0
"Huron County, Michigan",56963.0
"Ingham County, Michigan",64354.0
"Ionia County, Michigan",73436.0
"Iosco County, Michigan",47777.0
"Iron County, Michigan",53614.0
"Isabella County, Michigan",53759.0
"Jackson County, Michigan",65004.0
"Kalamazoo County, Michigan",70525.0
"Kalkaska County, Michigan",60365.0
"Kent County, Michigan",80390.0
"Keweenaw County, Michigan",53893.0
"Lake County, Michigan",49680.0
"Lapeer County, Michigan",76228.0
"Leelanau County, Michigan",91943.0
"Lenawee County, Michigan",67013.0
"Livingston County, Michigan",101315.0
"Luce County, Michigan",54338.0
"Mackinac County, Michigan",58598.0
"Macomb County, Michigan",76399.0
"Manistee County, Michigan",60879.0
"Marquette County, Michigan",64675.0
"Mason County, Michigan",62296.0
"Mecosta County, Michigan",57774.0
"Menominee County, Michigan",55688.0
"Midland County, Michigan",77538.0
"Missaukee County, Michigan",61868.0
"Monroe County, Michigan",75272.0
"Montcalm County, Michigan",64892.0
"Montmorency County, Michigan",47803.0
"Muskegon County, Michigan",63495.0
"Newaygo County, Michigan",61931.0
"Oakland County, Michigan",95296.0
"Oceana County, Michigan",63624.0
"Ogemaw County, Michigan",51983.0
"Ontonagon County, Michigan",51844.0
"Osceola County, Michigan",57050.0
"Oscoda County, Michigan",50581.0
"Otsego County, Michigan",67285.0
"Ottawa County, Michigan",87144.0
"Presque Isle County, Michigan",56713.0
"Roscommon County, Michigan",54106.0
"Saginaw County, Michigan",58347.0
"St. Clair County, Michigan",69349.0
"St. Joseph County, Michigan",64707.0
"Sanilac County, Michigan",59074.0
"Schoolcraft County, Michigan",57708.0
"Shiawassee County, Michigan",64464.0
"Tuscola County, Michigan",62847.0
"Van Buren County, Michigan",66902.0
"Washtenaw County, Michigan",87156.0
"Wayne County, Michigan",59521.0
"Wexford County, Michigan",63123.0
"Aitkin County, Minnesota",59498.0
"Anoka County, Minnesota",98764.0
"Becker County, Minnesota",71117.0
"Beltrami County, Minnesota",67257.0
"Benton County, Minnesota",71480.0
"Big Stone County, Minnesota",65475.0
"Blue Earth County, Minnesota",72623.0
"Brown County, Minnesota",68690.0
"Carlton County, Minnesota",80042.0
"Carver County, Minnesota",123144.0
"Cass County, Minnesota",64937.0
"Chippewa County, Minnesota",69192.0
"Chisago County, Minnesota",98260.0
"Clay County, Minnesota",77664.0
"Clearwater County, Minnesota",64934.0
"Cook County, Minnesota",71643.0
"Cottonwood County, Minnesota",68239.0
"Crow Wing County, Minnesota",71343.0
"Dakota County, Minnesota",105212.0
"Dodge County, Minnesota",92943.0
"Douglas County, Minnesota",77264.0
"Faribault County, Minnesota",64391.0
"Fillmore County, Minnesota",75225.0
"Freeborn County, Minnesota",69012.0
"Goodhue County, Minnesota",82749.0
"Grant County, Minnesota",72957.0
"Hennepin County, Minnesota",96339.0
"Houston County, Minnesota",77087.0
"Hubbard County, Minnesota",70622.0
"Isanti County, Minnesota",86573.0
"Itasca County, Minnesota",66380.0
"Jackson County, Minnesota",69955.0
"Kanabec County, Minnesota",71915.0
"Kandiyohi County, Minnesota",75097.0
"Kittson County, Minnesota",69615.0
"Koochiching County, Minnesota",69115.0
"Lac qui Parle County, Minnesota",71639.0
"Lake County, Minnesota",75621.0
"Lake of the Woods County, Minnesota",70091.0
"Le Sueur County, Minnesota",90218.0
"Lincoln County, Minnesota",67715.0
"Lyon County, Minnesota",72761.0
"McLeod County, Minnesota",78468.0
"Mahnomen County, Minnesota",53925.0
"Marshall County, Minnesota",71701.0
"Martin County, Minnesota",62969.0
"Meeker County, Minnesota",75037.0
"Mille Lacs County, Minnesota",71455.0
"Morrison County, Minnesota",68640.0
"Mower County, Minnesota",71495.0
"Murray County, Minnesota",74475.0
"Nicollet County, Minnesota",80362.0
"Nobles County, Minnesota",65509.0
"Norman County, Minnesota",69833.0
"Olmsted County, Minnesota",93494.0
"Otter Tail County, Minnesota",70912.0
"Pennington County, Minnesota",72561.0
"Pine County, Minnesota",69666.0
"Pipestone County, Minnesota",66073.0
"Polk County, Minnesota",69136.0
"Pope County, Minnesota",72205.0
"Ramsey County, Minnesota",81004.0
"Red Lake County, Minnesota",77500.0
"Redwood County, Minnesota",67024.0
"Renville County, Minnesota",69086.0
"Rice County, Minnesota",82792.0
"Rock County, Minnesota",70698.0
"Roseau County, Minnesota",73611.0
"St. Louis County, Minnesota",69455.0
"Scott County, Minnesota",120247.0
"Sherburne County, Minnesota",102965.0
"Sibley County, Minnesota",76082.0
"Stearns County, Minnesota",76447.0
"Steele County, Minnesota",83448.0
"Stevens County, Minnesota",71060.0
"Swift County, Minnesota",62601.0
"Todd County, Minnesota",63039.0
"Traverse County, Minnesota",65931.0
"Wabasha County, Minnesota",80133.0
"Wadena County, Minnesota",56882.0
"Waseca County, Minnesota",75052.0
"Washington County, Minnesota",114457.0
"Watonwan County, Minnesota",70593.0
"Wilkin County, Minnesota",69635.0
"Winona County, Minnesota",70198.0
"Wright County, Minnesota",106666.0
"Yellow Medicine County, Minnesota",71573.0
"Adams County, Mississippi",40250.0
"Alcorn County, Mississippi",49404.0
"Amite County, Mississippi",35385.0
"Attala County, Mississippi",48098.0
"Benton County, Mississippi",42139.0
"Bolivar County, Mississippi",37315.0
"Calhoun County, Mississippi",43942.0
"Carroll County, Mississippi",55275.0
"Chickasaw County, Mississippi",43041.0
"Choctaw County, Mississippi",48321.0
"Claiborne County, Mississippi",34371.0
"Clarke County, Mississippi",46054.0
"Clay County, Mississippi",39904.0
"Coahoma County, Mississippi",36259.0
"Copiah County, Mississippi",47994.0
"Covington County, Mississippi",47001.0
"DeSoto County, Mississippi",82980.0
"Forrest County, Mississippi",52821.0
"Franklin County, Mississippi",45618.0
"George County, Mississippi",54822.0
"Greene County, Mississippi",55838.0
"Grenada County, Mississippi",47998.0
"Hancock County, Mississippi",67728.0
"Harrison County, Mississippi",57233.0
"Hinds County, Mississippi",49966.0
"Holmes County, Mississippi",29434.0
"Humphreys County, Mississippi",32976.0
"Issaquena County, Mississippi",29271.0
"Itawamba County, Mississippi",59508.0
"Jackson County, Mississippi",64756.0
"Jasper County, Mississippi",47157.0
"Jefferson County, Mississippi",36207.0
"Jefferson Davis County, Mississippi",37183.0
"Jones County, Mississippi",51143.0
"Kemper County, Mississippi",43595.0
"Lafayette County, Mississippi",64334.0
"Lamar County, Mississippi",69106.0
"Lauderdale County, Mississippi",50033.0
"Lawrence County, Mississippi",43368.0
"Leake County, Mississippi",48418.0
"Lee County, Mississippi",67144.0
"Leflore County, Mississippi",33188.0
"Lincoln County, Mississippi",48316.0
"Lowndes County, Mississippi",54460.0
"Madison County, Mississippi",78794.0
"Marion County, Mississippi",42320.0
"Marshall County, Mississippi",51875.0
"Monroe County, Mississippi",51231.0
"Montgomery County, Mississippi",45057.0
"Neshoba County, Mississippi",53087.0
"Newton County, Mississippi",50426.0
"Noxubee County, Mississippi",38814.0
"Oktibbeha County, Mississippi",43482.0
"Panola County, Mississippi",43990.0
"Pearl River County, Mississippi",56535.0
"Perry County, Mississippi",50435.0
"Pike County, Mississippi",41578.0
"Pontotoc County, Mississippi",52741.0
"Prentiss County, Mississippi",51466.0
"Quitman County, Mississippi",32131.0
"Rankin County, Mississippi",77454.0
"Scott County, Mississippi",48492.0
"Sharkey County, Mississippi",35741.0
"Simpson County, Mississippi",54111.0
"Smith County, Mississippi",51396.0
"Stone County, Mississippi",59307.0
"Sunflower County, Mississippi",40265.0
"Tallahatchie County, Mississippi",37383.0
"Tate County, Mississippi",63995.0
"Tippah County, Mississippi",51141.0
"Tishomingo County, Mississippi",46257.0
"Tunica County, Mississippi",38402.0
"Union County, Mississippi",56807.0
"Walthall County, Mississippi",45444.0
"Warren County, Mississippi",56648.0
"Washington County, Mississippi",40117.0
"Wayne County, Mississippi",36791.0
"Webster County, Mississippi",59964.0
"Wilkinson County, Mississippi",35930.0
"Winston County, Mississippi",49071.0
"Yalobusha County, Mississippi",49171.0
"Yazoo County, Mississippi",40974.0
"Adair County, Missouri",56583.0
"Andrew County, Missouri",74007.0
"Atchison County, Missouri",59260.0
"Audrain County, Missouri",56232.0
"Barry County, Missouri",56611.0
"Barton County, Missouri",49503.0
"Bates County, Missouri",57914.0
"Benton County, Missouri",52200.0
"Bollinger County, Missouri",57286.0
"Boone County, Missouri",69913.0
"Buchanan County, Missouri",59423.0
"Butler County, Missouri",49213.0
"Caldwell County, Missouri",62520.0
"Callaway County, Missouri",72645.0
"Camden County, Missouri",62927.0
"Cape Girardeau County, Missouri",68912.0
"Carroll County, Missouri",61712.0
"Carter County, Missouri",45083.0
"Cass County, Missouri",87413.0
"Cedar County, Missouri",45577.0
"Chariton County, Missouri",63307.0
"Christian County, Missouri",81245.0
"Clark County, Missouri",51458.0
"Clay County, Missouri",86150.0
"Clinton County, Missouri",70625.0
"Cole County, Missouri",73273.0
"Cooper County, Missouri",67548.0
"Crawford County, Missouri",56345.0
"Dade County, Missouri",49899.0
"Dallas County, Missouri",53177.0
"Daviess County, Missouri",60665.0
"DeKalb County, Missouri",69093.0
"Dent County, Missouri",54306.0
"Douglas County, Missouri",49828.0
"Dunklin County, Missouri",47368.0
"Franklin County, Missouri",71973.0
"Gasconade County, Missouri",65096.0
"Gentry County, Missouri",57458.0
"Greene County, Missouri",57488.0
"Grundy County, Missouri",53839.0
"Harrison County, Missouri",53364.0
"Henry County, Missouri",56621.0
"Hickory County, Missouri",35084.0
"Holt County, Missouri",58516.0
"Howard County, Missouri",62628.0
"Howell County, Missouri",49814.0
"Iron County, Missouri",51161.0
"Jackson County, Missouri",67178.0
"Jasper County, Missouri",57525.0
"Jefferson County, Missouri",80522.0
"Johnson County, Missouri",67123.0
"Knox County, Missouri",53333.0
"Laclede County, Missouri",50825.0
"Lafayette County, Missouri",79091.0
"Lawrence County, Missouri",55849.0
"Lewis County, Missouri",52340.0
"Lincoln County, Missouri",85276.0
"Linn County, Missouri",61975.0
"Livingston County, Missouri",60148.0
"McDonald County, Missouri",48145.0
"Macon County, Missouri",58318.0
"Madison County, Missouri",58435.0
"Maries County, Missouri",61359.0
"Marion County, Missouri",63908.0
"Mercer County, Missouri",60357.0
"Miller County, Missouri",55172.0
"Mississippi County, Missouri",46258.0
"Moniteau County, Missouri",65161.0
"Monroe County, Missouri",48299.0
"Montgomery County, Missouri",61042.0
"Morgan County, Missouri",49663.0
"New Madrid County, Missouri",49237.0
"Newton County, Missouri",64583.0
"Nodaway County, Missouri",55970.0
"Oregon County, Missouri",44259.0
"Osage County, Missouri",75355.0
"Ozark County, Missouri",42329.0
"Pemiscot County, Missouri",40748.0
"Perry County, Missouri",63356.0
"Pettis County, Missouri",60232.0
"Phelps County, Missouri",55427.0
"Pike County, Missouri",57572.0
"Platte County, Missouri",95748.0
"Polk County, Missouri",56686.0
"Pulaski County, Missouri",66435.0
"Putnam County, Missouri",56875.0
"Ralls County, Missouri",62054.0
"Randolph County, Missouri",55310.0
"Ray County, Missouri",72152.0
"Reynolds County, Missouri",44357.0
"Ripley County, Missouri",43898.0
"St. Charles County, Missouri",102912.0
"St. Clair County, Missouri",46731.0
"Ste. Genevieve County, Missouri",61310.0
"St. Francois County, Missouri",54813.0
"St. Louis County, Missouri",81340.0
"Saline County, Missouri",56566.0
"Schuyler County, Missouri",56023.0
"Scotland County, Missouri",67568.0
