"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)",
"0400000US06","California","61489","154",
"0500000US01001","Autauga County, Alabama","52475","2760",
"0500000US01003","Baldwin County, Alabama","50183","1378",
"0500000US01005","Barbour County, Alabama","35634","2440",
"0500000US01007","Bibb County, Alabama","37984","3295",
"0500000US01009","Blount County, Alabama","44409","2225",
"0500000US01011","Bullock County, Alabama","34804","7035",
"0500000US01013","Butler County, Alabama","31571","1876",
"0500000US01015","Calhoun County, Alabama","40919","1054",
"0500000US01017","Chambers County, Alabama","32835","2103",
"0500000US01019","Cherokee County, Alabama","34983","2575",
"0500000US01021","Chilton County, Alabama","41785","1962",
"0500000US01023","Choctaw County, Alabama","34325","3162",
"0500000US01025","Clarke County, Alabama","30951","2911",
"0500000US01027","Clay County, Alabama","35286","4672",
"0500000US01029","Cleburne County, Alabama","37008","3386",
"0500000US01031","Coffee County, Alabama","45558","1865",
"0500000US01033","Colbert County, Alabama","39914","2027",
"0500000US01035","Conecuh County, Alabama","24433","3112",
"0500000US01037","Coosa County, Alabama","32340","4160",
"0500000US01039","Covington County, Alabama","36256","1642",
"0500000US01041","Crenshaw County, Alabama","37349","2984",
"0500000US01043","Cullman County, Alabama","39415","1333",
"0500000US01045","Dale County, Alabama","44473","2080",
"0500000US01047","Dallas County, Alabama","26494","2079",
"0500000US01049","DeKalb County, Alabama","37977","1447",
"0500000US01051","Elmore County, Alabama","54159","1922",
"0500000US01053","Escambia County, Alabama","31422","1316",
"0500000US01055","Etowah County, Alabama","38467","1460",
"0500000US01057","Fayette County, Alabama","33144","2632",
"0500000US01059","Franklin County, Alabama","35450","2179",
"0500000US01061","Geneva County, Alabama","36268","2813",
"0500000US01063","Greene County, Alabama","22170","3112",
"0500000US01065","Hale County, Alabama","30839","2480",
"0500000US01067","Henry County, Alabama","42926","2931",
"0500000US01069","Houston County, Alabama","41077","889",
"0500000US01071","Jackson County, Alabama","36874","1789",
"0500000US01073","Jefferson County, Alabama","45239","751",
"0500000US01075","Lamar County, Alabama","36021","1991",
"0500000US01077","Lauderdale County, Alabama","42703","1341",
"0500000US01079","Lawrence County, Alabama","40356","2382",
"0500000US01081","Lee County, Alabama","43641","1717",
"0500000US01083","Limestone County, Alabama","49461","1581",
"0500000US01085","Lowndes County, Alabama","25678","3472",
"0500000US01087","Macon County, Alabama","30254","2224",
"0500000US01089","Madison County, Alabama","58203","1351",
"0500000US01091","Marengo County, Alabama","33714","1982",
"0500000US01093","Marion County, Alabama","33819","2219",
"0500000US01095","Marshall County, Alabama","39473","1255",
"0500000US01097","Mobile County, Alabama","43844","786",
"0500000US01099","Monroe County, Alabama","30569","3129",
"0500000US01101","Montgomery County, Alabama","44830","878",
"0500000US01103","Morgan County, Alabama","45341","1639",
"0500000US01105","Perry County, Alabama","25528","3484",
"0500000US01107","Pickens County, Alabama","29839","2268",
"0500000US01109","Pike County, Alabama","32798","2990",
"0500000US01111","Randolph County, Alabama","36498","2374",
"0500000US01113","Russell County, Alabama","36066","1653",
"0500000US01115","St. Clair County, Alabama","51317","1547",
"0500000US01117","Shelby County, Alabama","69723","1339",
"0500000US01119","Sumter County, Alabama","22865","2852",
"0500000US01121","Talladega County, Alabama","35896","1936",
"0500000US01123","Tallapoosa County, Alabama","38644","1830",
"0500000US01125","Tuscaloosa County, Alabama","46448","1247",
"0500000US01127","Walker County, Alabama","36712","1530",
"0500000US01129","Washington County, Alabama","44731","2125",
"0500000US01131","Wilcox County, Alabama","23406","3341",
"0500000US01133","Winston County, Alabama","34064","2550",
"0500000US02013","Aleutians East Borough, Alaska","59886","4139",
"0500000US02016","Aleutians West Census Area, Alaska","82284","6520",
"0500000US02020","Anchorage Municipality, Alaska","78121","1782",
"0500000US02050","Bethel Census Area, Alaska","51930","2995",
"0500000US02060","Bristol Bay Borough, Alaska","82500","6409",
"0500000US02068","Denali Borough, Alaska","79167","13027",
"0500000US02070","Dillingham Census Area, Alaska","54846","2502",
"0500000US02090","Fairbanks North Star Borough, Alaska","70408","2051",
"0500000US02100","Haines Borough, Alaska","57551","9376",
"0500000US02105","Hoonah-Angoon Census Area, Alaska","50268","3709",
"0500000US02110","Juneau City and Borough, Alaska","84750","3755",
"0500000US02122","Kenai Peninsula Borough, Alaska","63099","2400",
"0500000US02130","Ketchikan Gateway Borough, Alaska","61712","4721",
"0500000US02150","Kodiak Island Borough, Alaska","70529","6652",
"0500000US02164","Lake and Peninsula Borough, Alaska","47143","7493",
"0500000US02170","Matanuska-Susitna Borough, Alaska","72134","1556",
"0500000US02180","Nome Census Area, Alaska","47579","2378",
"0500000US02185","North Slope Borough, Alaska","74609","12623",
"0500000US02188","Northwest Arctic Borough, Alaska","63971","4352",
"0500000US02195","Petersburg Borough, Alaska","61492","7990",
"0500000US02198","Prince of Wales-Hyder Census Area, Alaska","46387","2508",
"0500000US02220","Sitka City and Borough, Alaska","69635","5380",
"0500000US02230","Skagway Municipality, Alaska","72868","9017",
"0500000US02240","Southeast Fairbanks Census Area, Alaska","65481","10323",
"0500000US02261","Valdez-Cordova Census Area, Alaska","81736","7417",
"0500000US02270","Wade Hampton Census Area, Alaska","40943","1772",
"0500000US02275","Wrangell City and Borough, Alaska","48324","4208",
"0500000US02282","Yakutat City and Borough, Alaska","69306","6358",
"0500000US02290","Yukon-Koyukuk Census Area, Alaska","37796","2640",
"0500000US04001","Apache County, Arizona","32396","1429",
"0500000US04003","Cochise County, Arizona","45974","1548",
"0500000US04005","Coconino County, Arizona","48540","1918",
"0500000US04007","Gila County, Arizona","40042","1737",
"0500000US04009","Graham County, Arizona","46965","2294",
"0500000US04011","Greenlee County, Arizona","50818","4283",
"0500000US04012","La Paz County, Arizona","37009","4079",
"0500000US04013","Maricopa County, Arizona","53689","293",
"0500000US04015","Mohave County, Arizona","38456","1089",
"0500000US04017","Navajo County, Arizona","36591","1572",
"0500000US04019","Pima County, Arizona","46233","554",
"0500000US04021","Pinal County, Arizona","50248","746",
"0500000US04023","Santa Cruz County, Arizona","38802","2164",
"0500000US04025","Yavapai County, Arizona","44000","849",
"0500000US04027","Yuma County, Arizona","41380","1127",
"0500000US05001","Arkansas County, Arkansas","37813","2877",
"0500000US05003","Ashley County, Arkansas","35136","2534",
"0500000US05005","Baxter County, Arkansas","35594","2299",
"0500000US05007","Benton County, Arkansas","56325","1570",
"0500000US05009","Boone County, Arkansas","38705","1779",
