"GEO_ID","NAME","B19013_001M","B19013_001E",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"0500000US18121","Parke County, Indiana","2450","40512",
"0500000US18123","Perry County, Indiana","3683","45108",
"0500000US18125","Pike County, Indiana","3475","41222",
"0500000US18127","Porter County, Indiana","1307","60889",
"0500000US18129","Posey County, Indiana","3138","57530",
"0500000US18131","Pulaski County, Indiana","1948","44016",
"0500000US18133","Putnam County, Indiana","3055","48992",
"0500000US18135","Randolph County, Indiana","1409","40990",
"0500000US18137","Ripley County, Indiana","1892","48093",
"0500000US18139","Rush County, Indiana","2358","46685",
"0500000US18141","St. Joseph County, Indiana","885","44644",
"0500000US18143","Scott County, Indiana","1737","39588",
"0500000US18145","Shelby County, Indiana","1795","52292",
"0500000US18147","Spencer County, Indiana","2629","52105",
"0500000US18149","Starke County, Indiana","2333","37480",
"0500000US18151","Steuben County, Indiana","1785","47479",
"0500000US18153","Sullivan County, Indiana","2832","44184",
"0500000US18155","Switzerland County, Indiana","4078","44503",
"0500000US18157","Tippecanoe County, Indiana","1116","42632",
"0500000US18159","Tipton County, Indiana","3375","51485",
"0500000US18161","Union County, Indiana","3340","43257",
"0500000US18163","Vanderburgh County, Indiana","925","42396",
"0500000US18165","Vermillion County, Indiana","4136","41904",
"0500000US18167","Vigo County, Indiana","1560","38508",
"0500000US18169","Wabash County, Indiana","2150","43157",
"0500000US18171","Warren County, Indiana","4420","49238",
"0500000US18173","Warrick County, Indiana","2045","62354",
"0500000US18175","Washington County, Indiana","1984","39722",
"0500000US18177","Wayne County, Indiana","1275","41123",
"0500000US18179","Wells County, Indiana","2081","47202",
"0500000US18181","White County, Indiana","1933","45891",
"0500000US18183","Whitley County, Indiana","2244","52129",
"0500000US19001","Adair County, Iowa","3497","45202",
"0500000US19003","Adams County, Iowa","4300","40368",
"0500000US19005","Allamakee County, Iowa","2177","46623",
"0500000US19007","Appanoose County, Iowa","2773","34689",
"0500000US19009","Audubon County, Iowa","6707","42717",
"0500000US19011","Benton County, Iowa","2437","54726",
"0500000US19013","Black Hawk County, Iowa","816","44178",
"0500000US19015","Boone County, Iowa","2086","49578",
"0500000US19017","Bremer County, Iowa","2202","55676",
"0500000US19019","Buchanan County, Iowa","1735","51961",
"0500000US19021","Buena Vista County, Iowa","1777","43182",
"0500000US19023","Butler County, Iowa","2175","47702",
"0500000US19025","Calhoun County, Iowa","2546","41611",
"0500000US19027","Carroll County, Iowa","2627","47507",
"0500000US19029","Cass County, Iowa","1353","40820",
"0500000US19031","Cedar County, Iowa","2631","54321",
"0500000US19033","Cerro Gordo County, Iowa","1673","44741",
"0500000US19035","Cherokee County, Iowa","2331","44635",
"0500000US19037","Chickasaw County, Iowa","2577","41372",
"0500000US19039","Clarke County, Iowa","5456","45596",
"0500000US19041","Clay County, Iowa","2230","43542",
"0500000US19043","Clayton County, Iowa","2115","45873",
"0500000US19045","Clinton County, Iowa","1741","46170",
"0500000US19047","Crawford County, Iowa","1693","44377",
"0500000US19049","Dallas County, Iowa","2337","67037",
"0500000US19051","Davis County, Iowa","3040","46597",
"0500000US19053","Decatur County, Iowa","3833","37138",
"0500000US19055","Delaware County, Iowa","3125","47078",
"0500000US19057","Des Moines County, Iowa","1484","41937",
"0500000US19059","Dickinson County, Iowa","2273","50174",
"0500000US19061","Dubuque County, Iowa","1366","48573",
"0500000US19063","Emmet County, Iowa","2768","42286",
"0500000US19065","Fayette County, Iowa","1336","41055",
"0500000US19067","Floyd County, Iowa","1827","39467",
"0500000US19069","Franklin County, Iowa","2575","44863",
"0500000US19071","Fremont County, Iowa","4034","47225",
"0500000US19073","Greene County, Iowa","3063","43286",
"0500000US19075","Grundy County, Iowa","3771","56184",
"0500000US19077","Guthrie County, Iowa","3181","50090",
"0500000US19079","Hamilton County, Iowa","3529","46188",
"0500000US19081","Hancock County, Iowa","3889","47318",
"0500000US19083","Hardin County, Iowa","2185","44694",
"0500000US19085","Harrison County, Iowa","2018","51303",
"0500000US19087","Henry County, Iowa","1680","41983",
"0500000US19089","Howard County, Iowa","2135","46068",
"0500000US19091","Humboldt County, Iowa","2716","45282",
"0500000US19093","Ida County, Iowa","2438","44521",
"0500000US19095","Iowa County, Iowa","2340","56053",
"0500000US19097","Jackson County, Iowa","3089","42489",
"0500000US19099","Jasper County, Iowa","1512","46396",
"0500000US19101","Jefferson County, Iowa","5202","44167",
"0500000US19103","Johnson County, Iowa","1565","51380",
"0500000US19105","Jones County, Iowa","3431","47955",
"0500000US19107","Keokuk County, Iowa","2884","42698",
"0500000US19109","Kossuth County, Iowa","3082","48277",
"0500000US19111","Lee County, Iowa","1937","42444",
"0500000US19113","Linn County, Iowa","1131","53674",
"0500000US19115","Louisa County, Iowa","2940","50457",
"0500000US19117","Lucas County, Iowa","4125","43005",
"0500000US19119","Lyon County, Iowa","2866","49506",
"0500000US19121","Madison County, Iowa","2825","53183",
"0500000US19123","Mahaska County, Iowa","2613","45025",
"0500000US19125","Marion County, Iowa","2227","53370",
"0500000US19127","Marshall County, Iowa","1847","45232",
"0500000US19129","Mills County, Iowa","4268","59481",
"0500000US19131","Mitchell County, Iowa","4297","48506",
"0500000US19133","Monona County, Iowa","2917","41398",
"0500000US19135","Monroe County, Iowa","2837","43245",
"0500000US19137","Montgomery County, Iowa","2180","38624",
"0500000US19139","Muscatine County, Iowa","1758","51025",
"0500000US19141","O'Brien County, Iowa","1925","44018",
"0500000US19143","Osceola County, Iowa","5792","43889",
"0500000US19145","Page County, Iowa","3134","40778",
"0500000US19147","Palo Alto County, Iowa","3200","42800",
"0500000US19149","Plymouth County, Iowa","3295","56379",
"0500000US19151","Pocahontas County, Iowa","2598","42105",
"0500000US19153","Polk County, Iowa","866","56094",
"0500000US19155","Pottawattamie County, Iowa","1491","48728",
"0500000US19157","Poweshiek County, Iowa","2988","50998",
"0500000US19159","Ringgold County, Iowa","3331","42336",
"0500000US19161","Sac County, Iowa","2509","42986",
"0500000US19163","Scott County, Iowa","1107","49964",
"0500000US19165","Shelby County, Iowa","2427","44085",
"0500000US19167","Sioux County, Iowa","1765","51557",
"0500000US19169","Story County, Iowa","1401","48248",
"0500000US19171","Tama County, Iowa","1943","46288",
"0500000US19173","Taylor County, Iowa","1957","40300",
"0500000US19175","Union County, Iowa","3488","40879",
"0500000US19177","Van Buren County, Iowa","3069","40073",
"0500000US19179","Wapello County, Iowa","2076","40093",
"0500000US19181","Warren County, Iowa","1974","62034",
"0500000US19183","Washington County, Iowa","1679","50710",
"0500000US19185","Wayne County, Iowa","2388","35425",
"0500000US19187","Webster County, Iowa","1613","40806",
"0500000US19189","Winnebago County, Iowa","2768","41871",
"0500000US19191","Winneshiek County, Iowa","2070","50693",
"0500000US19193","Woodbury County, Iowa","1233","44343",
"0500000US19195","Worth County, Iowa","2197","49673",
"0500000US19197","Wright County, Iowa","2101","44035",
"0500000US20001","Allen County, Kansas","2871","41546",
"0500000US20003","Anderson County, Kansas","4624","40428",
"0500000US20005","Atchison County, Kansas","4225","44175",
"0500000US20007","Barber County, Kansas","4960","38875",
"0500000US20009","Barton County, Kansas","1400","43763",
"0500000US20011","Bourbon County, Kansas","2290","38045",
"0500000US20013","Brown County, Kansas","1703","37525",
"0500000US20015","Butler County, Kansas","1823","56290",
"0500000US20017","Chase County, Kansas","4570","40372",
"0500000US20019","Chautauqua County, Kansas","3126","35848",
"0500000US20021","Cherokee County, Kansas","2774","38154",
"0500000US20023","Cheyenne County, Kansas","4594","31186",
"0500000US20025","Clark County, Kansas","4964","37931",
"0500000US20027","Clay County, Kansas","7198","42490",
"0500000US20029","Cloud County, Kansas","2158","35838",
"0500000US20031","Coffey County, Kansas","3269","47171",
"0500000US20033","Comanche County, Kansas","6881","34808",
"0500000US20035","Cowley County, Kansas","1942","40749",
"0500000US20037","Crawford County, Kansas","1484","35286",
"0500000US20039","Decatur County, Kansas","5751","35383",
"0500000US20041","Dickinson County, Kansas","3061","46457",
"0500000US20043","Doniphan County, Kansas","2159","43410",
"0500000US20045","Douglas County, Kansas","1363","45831",
"0500000US20047","Edwards County, Kansas","4220","39226",
"0500000US20049","Elk County, Kansas","3487","33455",
"0500000US20051","Ellis County, Kansas","3043","44543",
"0500000US20053","Ellsworth County, Kansas","3420","42200",
"0500000US20055","Finney County, Kansas","2400","50454",
"0500000US20057","Ford County, Kansas","2806","46621",
"0500000US20059","Franklin County, Kansas","2421","49459",
"0500000US20061","Geary County, Kansas","1719","45559",
"0500000US20063","Gove County, Kansas","2395","41295",
"0500000US20065","Graham County, Kansas","3969","43980",
"0500000US20067","Grant County, Kansas","5968","55514",
"0500000US20069","Gray County, Kansas","4832","52824",
"0500000US20071","Greeley County, Kansas","7728","55972",
"0500000US20073","Greenwood County, Kansas","3288","37180",
"0500000US20075","Hamilton County, Kansas","3567","36297",
"0500000US20077","Harper County, Kansas","4579","38168",
"0500000US20079","Harvey County, Kansas","2318","46604",
"0500000US20081","Haskell County, Kansas","6055","45859",
"0500000US20083","Hodgeman County, Kansas","2136","41127",
"0500000US20085","Jackson County, Kansas","2310","51759",
"0500000US20087","Jefferson County, Kansas","3074","56886",
"0500000US20089","Jewell County, Kansas","2297","37759",
"0500000US20091","Johnson County, Kansas","828","73733",
"0500000US20093","Kearny County, Kansas","5571","46435",
"0500000US20095","Kingman County, Kansas","2732","44510",
"0500000US20097","Kiowa County, Kansas","3607","37292",
"0500000US20099","Labette County, Kansas","1604","39049",
"0500000US20101","Lane County, Kansas","5937","42311",
"0500000US20103","Leavenworth County, Kansas","1139","61107",
"0500000US20105","Lincoln County, Kansas","3957","41071",
"0500000US20107","Linn County, Kansas","2552","44379",
"0500000US20109","Logan County, Kansas","6741","39375",
"0500000US20111","Lyon County, Kansas","2060","36921",
"0500000US20113","McPherson County, Kansas","2783","53026",
"0500000US20115","Marion County, Kansas","2754","45713",
"0500000US20117","Marshall County, Kansas","1630","43125",
"0500000US20119","Meade County, Kansas","4023","46658",
"0500000US20121","Miami County, Kansas","3211","60539",
"0500000US20123","Mitchell County, Kansas","4722","44247",
"0500000US20125","Montgomery County, Kansas","3181","40603",
"0500000US20127","Morris County, Kansas","4657","42083",
"0500000US20129","Morton County, Kansas","10196","42273",
"0500000US20131","Nemaha County, Kansas","2722","46134",
"0500000US20133","Neosho County, Kansas","2763","36702",
"0500000US20135","Ness County, Kansas","3299","47639",
"0500000US20137","Norton County, Kansas","8760","32016",
"0500000US20139","Osage County, Kansas","2440","48594",
"0500000US20141","Osborne County, Kansas","3641","34797",
"0500000US20143","Ottawa County, Kansas","2511","50814",
"0500000US20145","Pawnee County, Kansas","4972","40048",
"0500000US20147","Phillips County, Kansas","3051","44381",
"0500000US20149","Pottawatomie County, Kansas","4292","53430",
"0500000US20151","Pratt County, Kansas","3489","43583",
"0500000US20153","Rawlins County, Kansas","3462","39797",
"0500000US20155","Reno County, Kansas","1248","41431",
"0500000US20157","Republic County, Kansas","3558","38286",
"0500000US20159","Rice County, Kansas","1933","43164",
"0500000US20161","Riley County, Kansas","2051","39257",
"0500000US20163","Rooks County, Kansas","4383","37861",
"0500000US20165","Rush County, Kansas","2674","39435",
"0500000US20167","Russell County, Kansas","4407","36135",
"0500000US20169","Saline County, Kansas","1836","45162",
"0500000US20171","Scott County, Kansas","6720","58341",
"0500000US20173","Sedgwick County, Kansas","717","47848",
"0500000US20175","Seward County, Kansas","2564","41373",
"0500000US20177","Shawnee County, Kansas","1156","47464",
"0500000US20179","Sheridan County, Kansas","7787","46739",
"0500000US20181","Sherman County, Kansas","3980","41570",
"0500000US20183","Smith County, Kansas","4666","39836",
"0500000US20185","Stafford County, Kansas","3744","39375",
"0500000US20187","Stanton County, Kansas","5735","49612",
"0500000US20189","Stevens County, Kansas","5333","50517",
"0500000US20191","Sumner County, Kansas","2145","49582",
"0500000US20193","Thomas County, Kansas","5570","47033",
"0500000US20195","Trego County, Kansas","3270","39655",
"0500000US20197","Wabaunsee County, Kansas","3480","52133",
"0500000US20199","Wallace County, Kansas","2576","43953",
"0500000US20201","Washington County, Kansas","2664","39698",
"0500000US20203","Wichita County, Kansas","8240","44318",
"0500000US20205","Wilson County, Kansas","2123","39301",
"0500000US20207","Woodson County, Kansas","4389","30385",
"0500000US20209","Wyandotte County, Kansas","1058","38503",
"0500000US21001","Adair County, Kentucky","2622","29834",
"0500000US21003","Allen County, Kentucky","2606","35247",
"0500000US21005","Anderson County, Kentucky","7187","55506",
"0500000US21007","Ballard County, Kentucky","3633","41228",
"0500000US21009","Barren County, Kentucky","2510","38374",
"0500000US21011","Bath County, Kentucky","4397","30458",
"0500000US21013","Bell County, Kentucky","2228","24724",
"0500000US21015","Boone County, Kentucky","1545","66549",
"0500000US21017","Bourbon County, Kentucky","2833","40849",
"0500000US21019","Boyd County, Kentucky","1927","38802",
"0500000US21021","Boyle County, Kentucky","2356","40720",
"0500000US21023","Bracken County, Kentucky","4588","38481",
"0500000US21025","Breathitt County, Kentucky","2677","19906",
"0500000US21027","Breckinridge County, Kentucky","2560","37395",
"0500000US21029","Bullitt County, Kentucky","1413","51526",
"0500000US21031","Butler County, Kentucky","4101","33703",
"0500000US21033","Caldwell County, Kentucky","4319","35289",
"0500000US21035","Calloway County, Kentucky","1827","39194",
"0500000US21037","Campbell County, Kentucky","1716","51482",
"0500000US21039","Carlisle County, Kentucky","5882","33909",
"0500000US21041","Carroll County, Kentucky","4733","43440",
"0500000US21043","Carter County, Kentucky","2443","32424",
"0500000US21045","Casey County, Kentucky","1758","26592",
"0500000US21047","Christian County, Kentucky","1230","37061",
"0500000US21049","Clark County, Kentucky","3711","46575",
"0500000US21051","Clay County, Kentucky","3112","20175",
"0500000US21053","Clinton County, Kentucky","2083","23788",
"0500000US21055","Crittenden County, Kentucky","3877","34623",
"0500000US21057","Cumberland County, Kentucky","2266","28135",
"0500000US21059","Daviess County, Kentucky","1332","42821",
"0500000US21061","Edmonson County, Kentucky","3607","35808",
"0500000US21063","Elliott County, Kentucky","6792","22097",
"0500000US21065","Estill County, Kentucky","2259","28324",
"0500000US21067","Fayette County, Kentucky","1167","47469",
"0500000US21069","Fleming County, Kentucky","3015","31236",
"0500000US21071","Floyd County, Kentucky","1882","27907",
"0500000US21073","Franklin County, Kentucky","2207","47976",
"0500000US21075","Fulton County, Kentucky","2332","31965",
"0500000US21077","Gallatin County, Kentucky","5930","41310",
"0500000US21079","Garrard County, Kentucky","3462","37095",
"0500000US21081","Grant County, Kentucky","2094","42475",
"0500000US21083","Graves County, Kentucky","1966","35277",
"0500000US21085","Grayson County, Kentucky","2186","33965",
"0500000US21087","Green County, Kentucky","4546","36575",
"0500000US21089","Greenup County, Kentucky","2402","42377",
"0500000US21091","Hancock County, Kentucky","3823","44892",
"0500000US21093","Hardin County, Kentucky","1711","47540",
"0500000US21095","Harlan County, Kentucky","1897","26582",
"0500000US21097","Harrison County, Kentucky","4110","40582",
"0500000US21099","Hart County, Kentucky","1792","30969",
"0500000US21101","Henderson County, Kentucky","2720","40438",
"0500000US21103","Henry County, Kentucky","3071","43612",
"0500000US21105","Hickman County, Kentucky","4460","31836",
"0500000US21107","Hopkins County, Kentucky","1239","39312",
"0500000US21109","Jackson County, Kentucky","3453","21928",
"0500000US21111","Jefferson County, Kentucky","685","45352",
"0500000US21113","Jessamine County, Kentucky","3093","47494",
"0500000US21115","Johnson County, Kentucky","3565","30820",
"0500000US21117","Kenton County, Kentucky","1482","53213",
"0500000US21119","Knott County, Kentucky","2986","29451",
"0500000US21121","Knox County, Kentucky","1858","21493",
"0500000US21123","Larue County, Kentucky","2970","38891",
"0500000US21125","Laurel County, Kentucky","1997","36787",
"0500000US21127","Lawrence County, Kentucky","2676","28865",
"0500000US21129","Lee County, Kentucky","4971","25129",
"0500000US21131","Leslie County, Kentucky","4377","26857",
"0500000US21133","Letcher County, Kentucky","3936","31283",
"0500000US21135","Lewis County, Kentucky","2904","28376",
"0500000US21137","Lincoln County, Kentucky","1824","32314",
"0500000US21139","Livingston County, Kentucky","4686","39075",
"0500000US21141","Logan County, Kentucky","2888","34647",
"0500000US21143","Lyon County, Kentucky","4152","42079",
"0500000US21145","McCracken County, Kentucky","1340","41630",
"0500000US21147","McCreary County, Kentucky","2297","22643",
"0500000US21149","McLean County, Kentucky","3585","39115",
"0500000US21151","Madison County, Kentucky","1633","41894",
"0500000US21153","Magoffin County, Kentucky","3441","22779",
"0500000US21155","Marion County, Kentucky","2836","37488",
"0500000US21157","Marshall County, Kentucky","1799","43326",
"0500000US21159","Martin County, Kentucky","3098","25173",
"0500000US21161","Mason County, Kentucky","4073","40523",
"0500000US21163","Meade County, Kentucky","1951","43800",
"0500000US21165","Menifee County, Kentucky","5787","29740",
"0500000US21167","Mercer County, Kentucky","3793","47955",
"0500000US21169","Metcalfe County, Kentucky","3539","34732",
"0500000US21171","Monroe County, Kentucky","2971","28439",
"0500000US21173","Montgomery County, Kentucky","3288","36034",
"0500000US21175","Morgan County, Kentucky","2640","30229",
"0500000US21177","Muhlenberg County, Kentucky","2267","36750",
"0500000US21179","Nelson County, Kentucky","2802","44783",
"0500000US21181","Nicholas County, Kentucky","2902","40259",
"0500000US21183","Ohio County, Kentucky","2464","36050",
"0500000US21185","Oldham County, Kentucky","2760","79417",
"0500000US21187","Owen County, Kentucky","2946","46238",
"0500000US21189","Owsley County, Kentucky","3663","19351",
"0500000US21191","Pendleton County, Kentucky","4132","44670",
"0500000US21193","Perry County, Kentucky","4454","29547",
"0500000US21195","Pike County, Kentucky","1444","32563",
"0500000US21197","Powell County, Kentucky","4208","31815",
"0500000US21199","Pulaski County, Kentucky","1261","32771",
"0500000US21201","Robertson County, Kentucky","11902","27254",
"0500000US21203","Rockcastle County, Kentucky","2891","26946",
"0500000US21205","Rowan County, Kentucky","5117","31604",
"0500000US21207","Russell County, Kentucky","2457","29980",
"0500000US21209","Scott County, Kentucky","2845","58028",
"0500000US21211","Shelby County, Kentucky","2808","55296",
"0500000US21213","Simpson County, Kentucky","2840","41323",
"0500000US21215","Spencer County, Kentucky","3449","59326",
"0500000US21217","Taylor County, Kentucky","2285","35378",
"0500000US21219","Todd County, Kentucky","5566","36989",
"0500000US21221","Trigg County, Kentucky","2950","41825",
"0500000US21223","Trimble County, Kentucky","6504","47798",
"0500000US21225","Union County, Kentucky","4002","39515",
"0500000US21227","Warren County, Kentucky","1671","43954",
"0500000US21229","Washington County, Kentucky","5166","43090",
"0500000US21231","Wayne County, Kentucky","3243","25993",
"0500000US21233","Webster County, Kentucky","2950","39635",
"0500000US21235","Whitley County, Kentucky","2448","28122",
"0500000US21237","Wolfe County, Kentucky","3983","20910",
"0500000US21239","Woodford County, Kentucky","4134","56537",
"0500000US22001","Acadia Parish, Louisiana","2127","37261",
"0500000US22003","Allen Parish, Louisiana","1645","36926",
"0500000US22005","Ascension Parish, Louisiana","2889","63716",
"0500000US22007","Assumption Parish, Louisiana","3420","45235",
"0500000US22009","Avoyelles Parish, Louisiana","2434","31412",
"0500000US22011","Beauregard Parish, Louisiana","1586","45202",
"0500000US22013","Bienville Parish, Louisiana","1778","31870",
"0500000US22015","Bossier Parish, Louisiana","1496","51020",
"0500000US22017","Caddo Parish, Louisiana","848","37181",
"0500000US22019","Calcasieu Parish, Louisiana","1562","43758",
"0500000US22021","Caldwell Parish, Louisiana","4063","37423",
"0500000US22023","Cameron Parish, Louisiana","7364","59555",
"0500000US22025","Catahoula Parish, Louisiana","5022","36398",
"0500000US22027","Claiborne Parish, Louisiana","3423","32292",
"0500000US22029","Concordia Parish, Louisiana","4388","30062",
"0500000US22031","De Soto Parish, Louisiana","1766","38007",
"0500000US22033","East Baton Rouge Parish, Louisiana","857","46179",
"0500000US22035","East Carroll Parish, Louisiana","3515","24038",
"0500000US22037","East Feliciana Parish, Louisiana","5377","35335",
"0500000US22039","Evangeline Parish, Louisiana","3259","34057",
"0500000US22041","Franklin Parish, Louisiana","3284","32311",
"0500000US22043","Grant Parish, Louisiana","3050","40092",
"0500000US22045","Iberia Parish, Louisiana","1764","41783",
"0500000US22047","Iberville Parish, Louisiana","1997","42215",
"0500000US22049","Jackson Parish, Louisiana","2215","40674",
"0500000US22051","Jefferson Parish, Louisiana","742","48175",
"0500000US22053","Jefferson Davis Parish, Louisiana","3236","42907",
"0500000US22055","Lafayette Parish, Louisiana","1314","47559",
"0500000US22057","Lafourche Parish, Louisiana","2217","47492",
"0500000US22059","La Salle Parish, Louisiana","3943","37572",
"0500000US22061","Lincoln Parish, Louisiana","2512","35247",
"0500000US22063","Livingston Parish, Louisiana","1820","54708",
"0500000US22065","Madison Parish, Louisiana","2908","26441",
"0500000US22067","Morehouse Parish, Louisiana","1886","31781",
"0500000US22069","Natchitoches Parish, Louisiana","1156","30326",
"0500000US22071","Orleans Parish, Louisiana","1104","37468",
"0500000US22073","Ouachita Parish, Louisiana","1488","39823",
"0500000US22075","Plaquemines Parish, Louisiana","5795","54730",
"0500000US22077","Pointe Coupee Parish, Louisiana","3357","41177",
"0500000US22079","Rapides Parish, Louisiana","1056","40658",
"0500000US22081","Red River Parish, Louisiana","3970","34723",
"0500000US22083","Richland Parish, Louisiana","3234","37682",
"0500000US22085","Sabine Parish, Louisiana","2358","35395",
"0500000US22087","St. Bernard Parish, Louisiana","2982","39200",
"0500000US22089","St. Charles Parish, Louisiana","2834","60961",
"0500000US22091","St. Helena Parish, Louisiana","3414","27393",
"0500000US22093","St. James Parish, Louisiana","3551","51725",
"0500000US22095","St. John the Baptist Parish, Louisiana","2479","47666",
"0500000US22097","St. Landry Parish, Louisiana","1338","31813",
"0500000US22099","St. Martin Parish, Louisiana","3864","41302",
"0500000US22101","St. Mary Parish, Louisiana","2132","40431",
"0500000US22103","St. Tammany Parish, Louisiana","1130","60866",
"0500000US22105","Tangipahoa Parish, Louisiana","1428","38957",
"0500000US22107","Tensas Parish, Louisiana","5233","27157",
"0500000US22109","Terrebonne Parish, Louisiana","1324","48437",
"0500000US22111","Union Parish, Louisiana","3480","38930",
"0500000US22113","Vermilion Parish, Louisiana","2243","42693",
"0500000US22115","Vernon Parish, Louisiana","1115","42554",
"0500000US22117","Washington Parish, Louisiana","2158","30363",
"0500000US22119","Webster Parish, Louisiana","3147","35999",
"0500000US22121","West Baton Rouge Parish, Louisiana","4828","47298",
"0500000US22123","West Carroll Parish, Louisiana","3751","33901",
"0500000US22125","West Feliciana Parish, Louisiana","4780","43411",
"0500000US22127","Winn Parish, Louisiana","2872","32039",
"0500000US23001","Androscoggin County, Maine","2078","44470",
"0500000US23003","Aroostook County, Maine","1110","36574",
"0500000US23005","Cumberland County, Maine","1051","55658",
"0500000US23007","Franklin County, Maine","2153","39831",
"0500000US23009","Hancock County, Maine","1985","47533",
"0500000US23011","Kennebec County, Maine","1677","45973",
"0500000US23013","Knox County, Maine","1899","45264",
"0500000US23015","Lincoln County, Maine","2752","47678",
"0500000US23017","Oxford County, Maine","1543","39748",
"0500000US23019","Penobscot County, Maine","1095","42658",
"0500000US23021","Piscataquis County, Maine","1294","34016",
"0500000US23023","Sagadahoc County, Maine","1568","55486",
"0500000US23025","Somerset County, Maine","1119","36647",
"0500000US23027","Waldo County, Maine","1559","41312",
"0500000US23029","Washington County, Maine","1250","34859",
"0500000US23031","York County, Maine","1025","55008",
"0500000US24001","Allegany County, Maryland","1758","37747",
"0500000US24003","Anne Arundel County, Maryland","1161","83456",
"0500000US24005","Baltimore County, Maryland","699","63959",
"0500000US24009","Calvert County, Maryland","2649","90838",
"0500000US24011","Caroline County, Maryland","2059","58799",
"0500000US24013","Carroll County, Maryland","1658","81621",
"0500000US24015","Cecil County, Maryland","1872","64886",
"0500000US24017","Charles County, Maryland","1557","88825",
"0500000US24019","Dorchester County, Maryland","1681","45151",
"0500000US24021","Frederick County, Maryland","1890","81686",
"0500000US24023","Garrett County, Maryland","2031","45760",
"0500000US24025","Harford County, Maryland","1228","77010",
"0500000US24027","Howard County, Maryland","1619","103273",
"0500000US24029","Kent County, Maryland","3709","50141",
"0500000US24031","Montgomery County, Maryland","838","93373",
"0500000US24033","Prince George's County, Maryland","789","71260",
"0500000US24035","Queen Anne's County, Maryland","3028","81096",
"0500000US24037","St. Mary's County, Maryland","2311","80053",
"0500000US24039","Somerset County, Maryland","3351","42443",
"0500000US24041","Talbot County, Maryland","2936","63017",
"0500000US24043","Washington County, Maryland","1733","52994",
"0500000US24045","Wicomico County, Maryland","1439","50752",
"0500000US24047","Worcester County, Maryland","2738","55487",
"0500000US24510","Baltimore city, Maryland","527","39386",
"0500000US25001","Barnstable County, Massachusetts","1168","60317",
"0500000US25003","Berkshire County, Massachusetts","1429","48907",
"0500000US25005","Bristol County, Massachusetts","849","54955",
"0500000US25007","Dukes County, Massachusetts","8087","62407",
"0500000US25009","Essex County, Massachusetts","773","64153",
"0500000US25011","Franklin County, Massachusetts","1718","52002",
"0500000US25013","Hampden County, Massachusetts","852","47724",
"0500000US25015","Hampshire County, Massachusetts","1652","59505",
"0500000US25017","Middlesex County, Massachusetts","719","77377",
"0500000US25019","Nantucket County, Massachusetts","7132","83347",
"0500000US25021","Norfolk County, Massachusetts","1039","81027",
"0500000US25023","Plymouth County, Massachusetts","895","73131",
"0500000US25025","Suffolk County, Massachusetts","809","50597",
"0500000US25027","Worcester County, Massachusetts","768","64152",
"0500000US26001","Alcona County, Michigan","1242","34858",
"0500000US26003","Alger County, Michigan","2307","38262",
"0500000US26005","Allegan County, Michigan","1409","50240",
"0500000US26007","Alpena County, Michigan","1279","36695",
"0500000US26009","Antrim County, Michigan","1627","43123",
"0500000US26011","Arenac County, Michigan","1218","36689",
"0500000US26013","Baraga County, Michigan","2547","40541",
"0500000US26015","Barry County, Michigan","1684","51869",
"0500000US26017","Bay County, Michigan","1046","44659",
"0500000US26019","Benzie County, Michigan","1616","44718",
"0500000US26021","Berrien County, Michigan","936","42625",
"0500000US26023","Branch County, Michigan","1475","42133",
"0500000US26025","Calhoun County, Michigan","1058","42568",
"0500000US26027","Cass County, Michigan","1913","45177",
"0500000US26029","Charlevoix County, Michigan","1959","48704",
"0500000US26031","Cheboygan County, Michigan","1427","37903",
"0500000US26033","Chippewa County, Michigan","1992","40194",
"0500000US26035","Clare County, Michigan","1416","34399",
"0500000US26037","Clinton County, Michigan","1430","58016",
"0500000US26039","Crawford County, Michigan","2138","39665",
"0500000US26041","Delta County, Michigan","1802","41951",
"0500000US26043","Dickinson County, Michigan","1583","42586",
"0500000US26045","Eaton County, Michigan","1071","54885",
"0500000US26047","Emmet County, Michigan","1785","49235",
"0500000US26049","Genesee County, Michigan","617","43483",
"0500000US26051","Gladwin County, Michigan","1333","37936",
"0500000US26053","Gogebic County, Michigan","2162","33673",
"0500000US26055","Grand Traverse County, Michigan","1415","50647",
"0500000US26057","Gratiot County, Michigan","2763","40114",
"0500000US26059","Hillsdale County, Michigan","1418","42989",
"0500000US26061","Houghton County, Michigan","1757","34174",
"0500000US26063","Huron County, Michigan","984","40038",
"0500000US26065","Ingham County, Michigan","790","45808",
"0500000US26067","Ionia County, Michigan","1984","46454",
"0500000US26069","Iosco County, Michigan","1675","36861",
"0500000US26071","Iron County, Michigan","2063","33734",
"0500000US26073","Isabella County, Michigan","1536","36880",
"0500000US26075","Jackson County, Michigan","1074","46117",
"0500000US26077","Kalamazoo County, Michigan","860","44794",
"0500000US26079","Kalkaska County, Michigan","1880","39350",
"0500000US26081","Kent County, Michigan","603","49532",
"0500000US26083","Keweenaw County, Michigan","3513","38872",
"0500000US26085","Lake County, Michigan","1249","31205",
"0500000US26087","Lapeer County, Michigan","1738","55005",
"0500000US26089","Leelanau County, Michigan","2931","56527",
