"GEO_ID","NAME","B19013_001M","B19013_001E",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"0500000US31037","Colfax County, Nebraska","2513","48133",
"0500000US31039","Cuming County, Nebraska","2795","44278",
"0500000US31041","Custer County, Nebraska","2352","42364",
"0500000US31043","Dakota County, Nebraska","3424","43729",
"0500000US31045","Dawes County, Nebraska","5168","34937",
"0500000US31047","Dawson County, Nebraska","2522","41830",
"0500000US31049","Deuel County, Nebraska","4269","37148",
"0500000US31051","Dixon County, Nebraska","1850","42388",
"0500000US31053","Dodge County, Nebraska","2542","42849",
"0500000US31055","Douglas County, Nebraska","644","51878",
"0500000US31057","Dundy County, Nebraska","5497","37031",
"0500000US31059","Fillmore County, Nebraska","4496","43167",
"0500000US31061","Franklin County, Nebraska","2687","37220",
"0500000US31063","Frontier County, Nebraska","4453","42009",
"0500000US31065","Furnas County, Nebraska","2762","37938",
"0500000US31067","Gage County, Nebraska","2927","43311",
"0500000US31069","Garden County, Nebraska","3648","32962",
"0500000US31071","Garfield County, Nebraska","2931","38709",
"0500000US31073","Gosper County, Nebraska","4754","41442",
"0500000US31075","Grant County, Nebraska","3920","39261",
"0500000US31077","Greeley County, Nebraska","5240","41181",
"0500000US31079","Hall County, Nebraska","1196","46138",
"0500000US31081","Hamilton County, Nebraska","3553","50702",
"0500000US31083","Harlan County, Nebraska","3866","44656",
"0500000US31085","Hayes County, Nebraska","3762","45595",
"0500000US31087","Hitchcock County, Nebraska","2127","35549",
"0500000US31089","Holt County, Nebraska","3635","43452",
"0500000US31091","Hooker County, Nebraska","10421","38750",
"0500000US31093","Howard County, Nebraska","2255","45453",
"0500000US31095","Jefferson County, Nebraska","4176","42665",
"0500000US31097","Johnson County, Nebraska","3405","42083",
"0500000US31099","Kearney County, Nebraska","4121","54518",
"0500000US31101","Keith County, Nebraska","3694","42898",
"0500000US31103","Keya Paha County, Nebraska","5658","32000",
"0500000US31105","Kimball County, Nebraska","5338","42010",
"0500000US31107","Knox County, Nebraska","2234","36798",
"0500000US31109","Lancaster County, Nebraska","599","50849",
"0500000US31111","Lincoln County, Nebraska","2937","45181",
"0500000US31113","Logan County, Nebraska","5006","45192",
"0500000US31115","Loup County, Nebraska","6268","34219",
"0500000US31117","McPherson County, Nebraska","11646","50625",
"0500000US31119","Madison County, Nebraska","2488","44089",
"0500000US31121","Merrick County, Nebraska","2896","46116",
"0500000US31123","Morrill County, Nebraska","4161","37717",
"0500000US31125","Nance County, Nebraska","2537","41610",
"0500000US31127","Nemaha County, Nebraska","4731","42534",
"0500000US31129","Nuckolls County, Nebraska","2089","31761",
"0500000US31131","Otoe County, Nebraska","4438","47493",
"0500000US31133","Pawnee County, Nebraska","3195","41969",
"0500000US31135","Perkins County, Nebraska","4988","47000",
"0500000US31137","Phelps County, Nebraska","3849","45221",
"0500000US31139","Pierce County, Nebraska","3297","48318",
"0500000US31141","Platte County, Nebraska","1944","49523",
"0500000US31143","Polk County, Nebraska","3403","48444",
"0500000US31145","Red Willow County, Nebraska","2742","41927",
"0500000US31147","Richardson County, Nebraska","3700","35165",
"0500000US31149","Rock County, Nebraska","3164","39159",
"0500000US31151","Saline County, Nebraska","3984","45469",
"0500000US31153","Sarpy County, Nebraska","1300","68280",
"0500000US31155","Saunders County, Nebraska","2183","57699",
"0500000US31157","Scotts Bluff County, Nebraska","1737","39004",
"0500000US31159","Seward County, Nebraska","2430","55877",
"0500000US31161","Sheridan County, Nebraska","2770","33608",
"0500000US31163","Sherman County, Nebraska","4189","38631",
"0500000US31165","Sioux County, Nebraska","4603","42386",
"0500000US31167","Stanton County, Nebraska","2404","47713",
"0500000US31169","Thayer County, Nebraska","3481","39159",
"0500000US31171","Thomas County, Nebraska","6552","48250",
"0500000US31173","Thurston County, Nebraska","3613","39048",
"0500000US31175","Valley County, Nebraska","4173","38588",
"0500000US31177","Washington County, Nebraska","1975","61940",
"0500000US31179","Wayne County, Nebraska","5079","45000",
"0500000US31181","Webster County, Nebraska","3202","38015",
"0500000US31183","Wheeler County, Nebraska","5073","37222",
"0500000US31185","York County, Nebraska","4464","47689",
"0500000US32001","Churchill County, Nevada","2574","51597",
"0500000US32003","Clark County, Nevada","505","56258",
"0500000US32005","Douglas County, Nevada","3753","60721",
"0500000US32007","Elko County, Nevada","1945","67038",
"0500000US32009","Esmeralda County, Nevada","16239","39712",
"0500000US32011","Eureka County, Nevada","6219","61400",
"0500000US32013","Humboldt County, Nevada","5934","55656",
"0500000US32015","Lander County, Nevada","5154","66525",
"0500000US32017","Lincoln County, Nevada","5821","44695",
"0500000US32019","Lyon County, Nevada","2090","48433",
"0500000US32021","Mineral County, Nevada","7078","35446",
"0500000US32023","Nye County, Nevada","2191","41181",
"0500000US32027","Pershing County, Nevada","6874","56491",
"0500000US32029","Storey County, Nevada","7576","61525",
"0500000US32031","Washoe County, Nevada","765","55658",
"0500000US32033","White Pine County, Nevada","2865","48545",
"0500000US32510","Carson City, Nevada","2926","52067",
"0500000US33001","Belknap County, New Hampshire","2371","54929",
"0500000US33003","Carroll County, New Hampshire","2093","49897",
"0500000US33005","Cheshire County, New Hampshire","1432","53828",
"0500000US33007","Coos County, New Hampshire","1501","41534",
"0500000US33009","Grafton County, New Hampshire","1490","53075",
"0500000US33011","Hillsborough County, New Hampshire","928","69321",
"0500000US33013","Merrimack County, New Hampshire","1363","63012",
"0500000US33015","Rockingham County, New Hampshire","1263","75825",
"0500000US33017","Strafford County, New Hampshire","1695","57809",
"0500000US33019","Sullivan County, New Hampshire","2193","50689",
"0500000US34001","Atlantic County, New Jersey","1130","54766",
"0500000US34003","Bergen County, New Jersey","875","81708",
"0500000US34005","Burlington County, New Jersey","858","76258",
"0500000US34007","Camden County, New Jersey","849","60976",
"0500000US34009","Cape May County, New Jersey","1444","54292",
"0500000US34011","Cumberland County, New Jersey","1423","50651",
"0500000US34013","Essex County, New Jersey","864","55125",
"0500000US34015","Gloucester County, New Jersey","1519","72664",
"0500000US34017","Hudson County, New Jersey","853","55275",
"0500000US34019","Hunterdon County, New Jersey","2438","100980",
"0500000US34021","Mercer County, New Jersey","1289","71217",
"0500000US34023","Middlesex County, New Jersey","858","77615",
"0500000US34025","Monmouth County, New Jersey","1003","82265",
"0500000US34027","Morris County, New Jersey","1366","96747",
"0500000US34029","Ocean County, New Jersey","714","59620",
"0500000US34031","Passaic County, New Jersey","1164","54944",
"0500000US34033","Salem County, New Jersey","2217","59441",
"0500000US34035","Somerset County, New Jersey","1679","97440",
"0500000US34037","Sussex County, New Jersey","1691","83089",
"0500000US34039","Union County, New Jersey","959","66791",
"0500000US34041","Warren County, New Jersey","1878","71364",
"0500000US35001","Bernalillo County, New Mexico","651","47481",
"0500000US35003","Catron County, New Mexico","5244","31914",
"0500000US35005","Chaves County, New Mexico","1771","37524",
"0500000US35006","Cibola County, New Mexico","2886","37361",
"0500000US35007","Colfax County, New Mexico","3034","39216",
"0500000US35009","Curry County, New Mexico","2036","38090",
"0500000US35011","De Baca County, New Mexico","4874","30643",
"0500000US35013","Do?a Ana County, New Mexico","1312","36657",
"0500000US35015","Eddy County, New Mexico","2728","46583",
"0500000US35017","Grant County, New Mexico","2280","36591",
"0500000US35019","Guadalupe County, New Mexico","5021","28488",
"0500000US35021","Harding County, New Mexico","7340","33750",
"0500000US35023","Hidalgo County, New Mexico","6292","36733",
"0500000US35025","Lea County, New Mexico","2187","43910",
"0500000US35027","Lincoln County, New Mexico","3689","43750",
"0500000US35028","Los Alamos County, New Mexico","4094","103643",
"0500000US35029","Luna County, New Mexico","2564","27997",
"0500000US35031","McKinley County, New Mexico","1661","31335",
"0500000US35033","Mora County, New Mexico","3789","37784",
"0500000US35035","Otero County, New Mexico","1570","39615",
"0500000US35037","Quay County, New Mexico","2951","28773",
"0500000US35039","Rio Arriba County, New Mexico","3100","41437",
"0500000US35041","Roosevelt County, New Mexico","4492","37762",
"0500000US35043","Sandoval County, New Mexico","1689","57158",
"0500000US35045","San Juan County, New Mexico","1294","46189",
"0500000US35047","San Miguel County, New Mexico","3396","32213",
"0500000US35049","Santa Fe County, New Mexico","1411","52696",
"0500000US35051","Sierra County, New Mexico","2433","25583",
"0500000US35053","Socorro County, New Mexico","3259","33284",
"0500000US35055","Taos County, New Mexico","2388","35441",
"0500000US35057","Torrance County, New Mexico","3260","37117",
"0500000US35059","Union County, New Mexico","4844","39975",
"0500000US35061","Valencia County, New Mexico","1656","42044",
"0500000US36001","Albany County, New York","1147","56090",
"0500000US36003","Allegany County, New York","1116","41305",
"0500000US36005","Bronx County, New York","474","34264",
"0500000US36007","Broome County, New York","861","44457",
"0500000US36009","Cattaraugus County, New York","1079","42466",
"0500000US36011","Cayuga County, New York","1409","48415",
"0500000US36013","Chautauqua County, New York","1127","40639",
"0500000US36015","Chemung County, New York","1804","44502",
"0500000US36017","Chenango County, New York","1568","43943",
"0500000US36019","Clinton County, New York","2643","47489",
"0500000US36021","Columbia County, New York","3256","55546",
"0500000US36023","Cortland County, New York","2131","45338",
"0500000US36025","Delaware County, New York","2866","42967",
"0500000US36027","Dutchess County, New York","1465","69838",
"0500000US36029","Erie County, New York","525","47372",
"0500000US36031","Essex County, New York","2140","45216",
"0500000US36033","Franklin County, New York","1795","42050",
"0500000US36035","Fulton County, New York","1904","43240",
"0500000US36037","Genesee County, New York","1737","49750",
"0500000US36039","Greene County, New York","1752","46235",
"0500000US36041","Hamilton County, New York","4406","49557",
"0500000US36043","Herkimer County, New York","1427","42318",
"0500000US36045","Jefferson County, New York","957","43410",
"0500000US36047","Kings County, New York","444","43567",
"0500000US36049","Lewis County, New York","1786","42846",
"0500000US36051","Livingston County, New York","1505","51690",
"0500000US36053","Madison County, New York","1845","53345",
"0500000US36055","Monroe County, New York","549","51303",
"0500000US36057","Montgomery County, New York","1915","42603",
"0500000US36059","Nassau County, New York","921","93613",
"0500000US36061","New York County, New York","675","64971",
"0500000US36063","Niagara County, New York","1033","45964",
"0500000US36065","Oneida County, New York","962","46708",
"0500000US36067","Onondaga County, New York","689","50676",
"0500000US36069","Ontario County, New York","1225","56468",
"0500000US36071","Orange County, New York","1581","69523",
"0500000US36073","Orleans County, New York","2092","48063",
"0500000US36075","Oswego County, New York","1458","45333",
"0500000US36077","Otsego County, New York","1448","45268",
"0500000US36079","Putnam County, New York","2953","89218",
"0500000US36081","Queens County, New York","482","55291",
"0500000US36083","Rensselaer County, New York","1261","54152",
"0500000US36085","Richmond County, New York","1130","71084",
"0500000US36087","Rockland County, New York","1943","82534",
"0500000US36089","St. Lawrence County, New York","1489","42303",
"0500000US36091","Saratoga County, New York","1168","65100",
"0500000US36093","Schenectady County, New York","1315","55188",
"0500000US36095","Schoharie County, New York","1792","50864",
"0500000US36097","Schuyler County, New York","2220","47404",
"0500000US36099","Seneca County, New York","2160","46707",
"0500000US36101","Steuben County, New York","932","43867",
"0500000US36103","Suffolk County, New York","863","84506",
"0500000US36105","Sullivan County, New York","1663","48103",
"0500000US36107","Tioga County, New York","1635","51948",
"0500000US36109","Tompkins County, New York","1494","48655",
"0500000US36111","Ulster County, New York","1326","57584",
"0500000US36113","Warren County, New York","1889","51619",
"0500000US36115","Washington County, New York","2114","48327",
"0500000US36117","Wayne County, New York","1274","52562",
"0500000US36119","Westchester County, New York","1003","79619",
"0500000US36121","Wyoming County, New York","2041","50075",
"0500000US36123","Yates County, New York","3021","46822",
"0500000US37001","Alamance County, North Carolina","1245","44167",
"0500000US37003","Alexander County, North Carolina","3131","40014",
"0500000US37005","Alleghany County, North Carolina","3633","30845",
"0500000US37007","Anson County, North Carolina","2083","34745",
"0500000US37009","Ashe County, North Carolina","2286","34538",
"0500000US37011","Avery County, North Carolina","2670","34918",
"0500000US37013","Beaufort County, North Carolina","1724","40653",
"0500000US37015","Bertie County, North Carolina","3004","29110",
"0500000US37017","Bladen County, North Carolina","2239","30471",
"0500000US37019","Brunswick County, North Carolina","1167","45806",
"0500000US37021","Buncombe County, North Carolina","1057","44190",
"0500000US37023","Burke County, North Carolina","1740","37139",
"0500000US37025","Cabarrus County, North Carolina","1444","53928",
"0500000US37027","Caldwell County, North Carolina","1560","37261",
"0500000US37029","Camden County, North Carolina","2837","61091",
"0500000US37031","Carteret County, North Carolina","1439","46155",
"0500000US37033","Caswell County, North Carolina","2101","36927",
"0500000US37035","Catawba County, North Carolina","1208","43484",
"0500000US37037","Chatham County, North Carolina","2192","56038",
"0500000US37039","Cherokee County, North Carolina","2153","38144",
"0500000US37041","Chowan County, North Carolina","4261","36761",
"0500000US37043","Clay County, North Carolina","2848","35109",
"0500000US37045","Cleveland County, North Carolina","1544","38208",
"0500000US37047","Columbus County, North Carolina","1939","35421",
"0500000US37049","Craven County, North Carolina","1692","44599",
"0500000US37051","Cumberland County, North Carolina","861","43834",
"0500000US37053","Currituck County, North Carolina","3348","55376",
"0500000US37055","Dare County, North Carolina","3296","53889",
"0500000US37057","Davidson County, North Carolina","1037","44249",
"0500000US37059","Davie County, North Carolina","1952","49727",
"0500000US37061","Duplin County, North Carolina","1891","32816",
"0500000US37063","Durham County, North Carolina","1328","49894",
"0500000US37065","Edgecombe County, North Carolina","2017","32665",
"0500000US37067","Forsyth County, North Carolina","832","46749",
"0500000US37069","Franklin County, North Carolina","1924","43710",
"0500000US37071","Gaston County, North Carolina","1133","43253",
"0500000US37073","Gates County, North Carolina","4343","45682",
"0500000US37075","Graham County, North Carolina","2008","28447",
"0500000US37077","Granville County, North Carolina","3033","48210",
"0500000US37079","Greene County, North Carolina","3334","41488",
"0500000US37081","Guilford County, North Carolina","748","45676",
"0500000US37083","Halifax County, North Carolina","1866","30439",
"0500000US37085","Harnett County, North Carolina","1391","42853",
"0500000US37087","Haywood County, North Carolina","1879","41377",
"0500000US37089","Henderson County, North Carolina","2033","46446",
"0500000US37091","Hertford County, North Carolina","2506","30878",
"0500000US37093","Hoke County, North Carolina","2775","42927",
"0500000US37095","Hyde County, North Carolina","5474","38265",
"0500000US37097","Iredell County, North Carolina","1572","48962",
"0500000US37099","Jackson County, North Carolina","2541","37190",
"0500000US37101","Johnston County, North Carolina","1705","49745",
"0500000US37103","Jones County, North Carolina","2747","38354",
"0500000US37105","Lee County, North Carolina","2649","44120",
"0500000US37107","Lenoir County, North Carolina","1227","33625",
"0500000US37109","Lincoln County, North Carolina","1653","47450",
"0500000US37111","McDowell County, North Carolina","1575","34953",
"0500000US37113","Macon County, North Carolina","2167","38615",
"0500000US37115","Madison County, North Carolina","2766","38580",
"0500000US37117","Martin County, North Carolina","2549","34766",
"0500000US37119","Mecklenburg County, North Carolina","685","55294",
"0500000US37121","Mitchell County, North Carolina","3680","32743",
"0500000US37123","Montgomery County, North Carolina","1989","33861",
"0500000US37125","Moore County, North Carolina","2478","48319",
"0500000US37127","Nash County, North Carolina","1620","44499",
"0500000US37129","New Hanover County, North Carolina","1155","48553",
"0500000US37131","Northampton County, North Carolina","2354","30578",
"0500000US37133","Onslow County, North Carolina","1021","43561",
"0500000US37135","Orange County, North Carolina","2675","52981",
"0500000US37137","Pamlico County, North Carolina","4895","40561",
"0500000US37139","Pasquotank County, North Carolina","2198","44085",
"0500000US37141","Pender County, North Carolina","2187","44338",
"0500000US37143","Perquimans County, North Carolina","4039","43041",
"0500000US37145","Person County, North Carolina","3047","44668",
"0500000US37147","Pitt County, North Carolina","1256","38592",
"0500000US37149","Polk County, North Carolina","4038","43692",
"0500000US37151","Randolph County, North Carolina","1120","40346",
"0500000US37153","Richmond County, North Carolina","1596","30439",
"0500000US37155","Robeson County, North Carolina","1343","29667",
"0500000US37157","Rockingham County, North Carolina","1310","39231",
"0500000US37159","Rowan County, North Carolina","2124","43596",
"0500000US37161","Rutherford County, North Carolina","1507","35364",
"0500000US37163","Sampson County, North Carolina","1342","35740",
"0500000US37165","Scotland County, North Carolina","2502","29368",
"0500000US37167","Stanly County, North Carolina","1630","44802",
"0500000US37169","Stokes County, North Carolina","2059","42689",
"0500000US37171","Surry County, North Carolina","1448","37294",
"0500000US37173","Swain County, North Carolina","6739","35071",
"0500000US37175","Transylvania County, North Carolina","2463","39408",
"0500000US37177","Tyrrell County, North Carolina","3444","32215",
"0500000US37179","Union County, North Carolina","1829","63386",
"0500000US37181","Vance County, North Carolina","1676","34025",
"0500000US37183","Wake County, North Carolina","735","63770",
"0500000US37185","Warren County, North Carolina","3515","30641",
"0500000US37187","Washington County, North Carolina","2184","32716",
"0500000US37189","Watauga County, North Carolina","2281","31967",
"0500000US37191","Wayne County, North Carolina","979","41224",
"0500000US37193","Wilkes County, North Carolina","1750","33438",
"0500000US37195","Wilson County, North Carolina","1558","38596",
"0500000US37197","Yadkin County, North Carolina","2667","39807",
"0500000US37199","Yancey County, North Carolina","3182","35703",
"0500000US38001","Adams County, North Dakota","7762","35966",
"0500000US38003","Barnes County, North Dakota","2186","41773",
"0500000US38005","Benson County, North Dakota","1464","30479",
"0500000US38007","Billings County, North Dakota","9106","51923",
"0500000US38009","Bottineau County, North Dakota","2670","40227",
"0500000US38011","Bowman County, North Dakota","3750","48063",
"0500000US38013","Burke County, North Dakota","6552","50800",
"0500000US38015","Burleigh County, North Dakota","1355","53465",
"0500000US38017","Cass County, North Dakota","1333","47600",
"0500000US38019","Cavalier County, North Dakota","6846","48786",
"0500000US38021","Dickey County, North Dakota","3789","37179",
"0500000US38023","Divide County, North Dakota","5736","48152",
"0500000US38025","Dunn County, North Dakota","6192","48707",
"0500000US38027","Eddy County, North Dakota","3085","38404",
"0500000US38029","Emmons County, North Dakota","2162","35615",
"0500000US38031","Foster County, North Dakota","4224","41066",
"0500000US38033","Golden Valley County, North Dakota","7410","33333",
"0500000US38035","Grand Forks County, North Dakota","1765","44242",
"0500000US38037","Grant County, North Dakota","4032","39500",
"0500000US38039","Griggs County, North Dakota","4178","40085",
"0500000US38041","Hettinger County, North Dakota","1784","38393",
"0500000US38043","Kidder County, North Dakota","4722","34250",
"0500000US38045","LaMoure County, North Dakota","3256","46098",
"0500000US38047","Logan County, North Dakota","4755","41741",
"0500000US38049","McHenry County, North Dakota","4739","36944",
"0500000US38051","McIntosh County, North Dakota","2896","34904",
"0500000US38053","McKenzie County, North Dakota","3207","48480",
"0500000US38055","McLean County, North Dakota","2171","52922",
"0500000US38057","Mercer County, North Dakota","2785","60191",
"0500000US38059","Morton County, North Dakota","3254","50591",
"0500000US38061","Mountrail County, North Dakota","5484","53912",
"0500000US38063","Nelson County, North Dakota","4088","39071",
"0500000US38065","Oliver County, North Dakota","12259","62308",
"0500000US38067","Pembina County, North Dakota","3150","48502",
"0500000US38069","Pierce County, North Dakota","3988","37091",
"0500000US38071","Ramsey County, North Dakota","2166","41792",
"0500000US38073","Ransom County, North Dakota","1926","46044",
"0500000US38075","Renville County, North Dakota","3379","49583",
"0500000US38077","Richland County, North Dakota","2040","47131",
"0500000US38079","Rolette County, North Dakota","2199","28265",
"0500000US38081","Sargent County, North Dakota","4445","49318",
"0500000US38083","Sheridan County, North Dakota","6083","37727",
"0500000US38085","Sioux County, North Dakota","4207","30990",
"0500000US38087","Slope County, North Dakota","8196","43625",
"0500000US38089","Stark County, North Dakota","3507","49536",
"0500000US38091","Steele County, North Dakota","4403","44191",
"0500000US38093","Stutsman County, North Dakota","2712","44620",
"0500000US38095","Towner County, North Dakota","4709","43684",
"0500000US38097","Traill County, North Dakota","1735","44290",
"0500000US38099","Walsh County, North Dakota","2468","44139",
"0500000US38101","Ward County, North Dakota","1762","48793",
"0500000US38103","Wells County, North Dakota","2556","40136",
"0500000US38105","Williams County, North Dakota","2846","55396",
"0500000US39001","Adams County, Ohio","1842","32791",
"0500000US39003","Allen County, Ohio","1226","43632",
"0500000US39005","Ashland County, Ohio","1752","44542",
"0500000US39007","Ashtabula County, Ohio","1291","42139",
"0500000US39009","Athens County, Ohio","1261","31559",
"0500000US39011","Auglaize County, Ohio","1730","52018",
"0500000US39013","Belmont County, Ohio","995","38320",
"0500000US39015","Brown County, Ohio","1591","45887",
"0500000US39017","Butler County, Ohio","938","54788",
"0500000US39019","Carroll County, Ohio","1830","43148",
"0500000US39021","Champaign County, Ohio","1733","49246",
"0500000US39023","Clark County, Ohio","1052","44141",
"0500000US39025","Clermont County, Ohio","1226","58472",
"0500000US39027","Clinton County, Ohio","2327","46261",
"0500000US39029","Columbiana County, Ohio","1250","39502",
"0500000US39031","Coshocton County, Ohio","1615","39469",
"0500000US39033","Crawford County, Ohio","1375","41228",
"0500000US39035","Cuyahoga County, Ohio","382","43603",
"0500000US39037","Darke County, Ohio","1255","44280",
"0500000US39039","Defiance County, Ohio","1985","44480",
"0500000US39041","Delaware County, Ohio","1874","87908",
"0500000US39043","Erie County, Ohio","1991","46593",
"0500000US39045","Fairfield County, Ohio","1323","56796",
"0500000US39047","Fayette County, Ohio","1488","39599",
"0500000US39049","Franklin County, Ohio","516","49087",
"0500000US39051","Fulton County, Ohio","1694","50717",
"0500000US39053","Gallia County, Ohio","2351","37409",
"0500000US39055","Geauga County, Ohio","2282","65663",
"0500000US39057","Greene County, Ohio","1573","56679",
"0500000US39059","Guernsey County, Ohio","1581","37573",
"0500000US39061","Hamilton County, Ohio","514","48234",
"0500000US39063","Hancock County, Ohio","2128","49070",
"0500000US39065","Hardin County, Ohio","3556","41343",
"0500000US39067","Harrison County, Ohio","3666","35363",
"0500000US39069","Henry County, Ohio","2287","48367",
"0500000US39071","Highland County, Ohio","1791","39844",
"0500000US39073","Hocking County, Ohio","2020","39586",
"0500000US39075","Holmes County, Ohio","2020","43533",
"0500000US39077","Huron County, Ohio","1446","47058",
"0500000US39079","Jackson County, Ohio","2098","34044",
"0500000US39081","Jefferson County, Ohio","1239","37527",
"0500000US39083","Knox County, Ohio","1439","45655",
"0500000US39085","Lake County, Ohio","874","54896",
"0500000US39087","Lawrence County, Ohio","1361","36461",
"0500000US39089","Licking County, Ohio","1203","53291",
"0500000US39091","Logan County, Ohio","1964","46493",
"0500000US39093","Lorain County, Ohio","836","52066",
"0500000US39095","Lucas County, Ohio","582","42072",
"0500000US39097","Madison County, Ohio","2564","50533",
"0500000US39099","Mahoning County, Ohio","716","40123",
"0500000US39101","Marion County, Ohio","1738","40511",
"0500000US39103","Medina County, Ohio","1114","66193",
"0500000US39105","Meigs County, Ohio","2198","33407",
"0500000US39107","Mercer County, Ohio","2295","49719",
"0500000US39109","Miami County, Ohio","1022","51507",
"0500000US39111","Monroe County, Ohio","2166","37030",
"0500000US39113","Montgomery County, Ohio","517","43965",
"0500000US39115","Morgan County, Ohio","2827","34962",
"0500000US39117","Morrow County, Ohio","3105","49891",
"0500000US39119","Muskingum County, Ohio","1125","39538",
"0500000US39121","Noble County, Ohio","4834","39500",
"0500000US39123","Ottawa County, Ohio","3180","53463",
"0500000US39125","Paulding County, Ohio","3125","46459",
"0500000US39127","Perry County, Ohio","2035","42388",
"0500000US39129","Pickaway County, Ohio","1924","49262",
"0500000US39131","Pike County, Ohio","4322","35912",
"0500000US39133","Portage County, Ohio","1391","50447",
"0500000US39135","Preble County, Ohio","1611","49780",
"0500000US39137","Putnam County, Ohio","1758","56573",
"0500000US39139","Richland County, Ohio","1237","42664",
"0500000US39141","Ross County, Ohio","1538","42626",
"0500000US39143","Sandusky County, Ohio","1782","48056",
"0500000US39145","Scioto County, Ohio","2170","32812",
"0500000US39147","Seneca County, Ohio","1418","42573",
"0500000US39149","Shelby County, Ohio","1855","48475",
"0500000US39151","Stark County, Ohio","673","44941",
"0500000US39153","Summit County, Ohio","713","47926",
"0500000US39155","Trumbull County, Ohio","836","42296",
"0500000US39157","Tuscarawas County, Ohio","944","42081",
"0500000US39159","Union County, Ohio","2884","68452",
"0500000US39161","Van Wert County, Ohio","2074","44415",
"0500000US39163","Vinton County, Ohio","2123","34242",
"0500000US39165","Warren County, Ohio","1318","71274",
"0500000US39167","Washington County, Ohio","1496","41654",
"0500000US39169","Wayne County, Ohio","1084","48375",
"0500000US39171","Williams County, Ohio","1331","44538",
"0500000US39173","Wood County, Ohio","1136","53298",
"0500000US39175","Wyandot County, Ohio","2236","47216",
"0500000US40001","Adair County, Oklahoma","2257","29811",
"0500000US40003","Alfalfa County, Oklahoma","4817","42500",
"0500000US40005","Atoka County, Oklahoma","2876","31179",
"0500000US40007","Beaver County, Oklahoma","2987","49743",
"0500000US40009","Beckham County, Oklahoma","3649","43642",
"0500000US40011","Blaine County, Oklahoma","3298","41421",
"0500000US40013","Bryan County, Oklahoma","1775","37230",
"0500000US40015","Caddo County, Oklahoma","1991","36413",
"0500000US40017","Canadian County, Oklahoma","1337","60489",
"0500000US40019","Carter County, Oklahoma","2317","38385",
"0500000US40021","Cherokee County, Oklahoma","1761","32322",
"0500000US40023","Choctaw County, Oklahoma","1688","27549",
"0500000US40025","Cimarron County, Oklahoma","2278","34096",
"0500000US40027","Cleveland County, Oklahoma","1034","52688",
"0500000US40029","Coal County, Oklahoma","3402","31764",
"0500000US40031","Comanche County, Oklahoma","1285","44012",
"0500000US40033","Cotton County, Oklahoma","1789","44144",
"0500000US40035","Craig County, Oklahoma","3641","39836",
"0500000US40037","Creek County, Oklahoma","1851","42314",
"0500000US40039","Custer County, Oklahoma","2694","42108",
"0500000US40041","Delaware County, Oklahoma","2312","34383",
"0500000US40043","Dewey County, Oklahoma","3923","39940",
"0500000US40045","Ellis County, Oklahoma","3661","43032",
"0500000US40047","Garfield County, Oklahoma","1980","40636",
"0500000US40049","Garvin County, Oklahoma","2315","37785",
"0500000US40051","Grady County, Oklahoma","2129","45260",
"0500000US40053","Grant County, Oklahoma","3144","42043",
"0500000US40055","Greer County, Oklahoma","8369","35096",
"0500000US40057","Harmon County, Oklahoma","2792","31679",
"0500000US40059","Harper County, Oklahoma","9304","39946",
"0500000US40061","Haskell County, Oklahoma","4833","37474",
"0500000US40063","Hughes County, Oklahoma","1830","32677",
"0500000US40065","Jackson County, Oklahoma","1764","41437",
"0500000US40067","Jefferson County, Oklahoma","1987","32750",
"0500000US40069","Johnston County, Oklahoma","3460","34556",
"0500000US40071","Kay County, Oklahoma","1480","39505",
"0500000US40073","Kingfisher County, Oklahoma","4103","49104",
"0500000US40075","Kiowa County, Oklahoma","3045","32565",
"0500000US40077","Latimer County, Oklahoma","3636","42639",
"0500000US40079","Le Flore County, Oklahoma","2230","36335",
"0500000US40081","Lincoln County, Oklahoma","2219","42282",
"0500000US40083","Logan County, Oklahoma","3993","48683",
"0500000US40085","Love County, Oklahoma","2572","41629",
"0500000US40087","McClain County, Oklahoma","3750","53708",
"0500000US40089","McCurtain County, Oklahoma","2234","31082",
"0500000US40091","McIntosh County, Oklahoma","1392","30620",
"0500000US40093","Major County, Oklahoma","2372","46748",
"0500000US40095","Marshall County, Oklahoma","4811","40419",
"0500000US40097","Mayes County, Oklahoma","1748","41228",
"0500000US40099","Murray County, Oklahoma","3362","40870",
"0500000US40101","Muskogee County, Oklahoma","1732","37002",
"0500000US40103","Noble County, Oklahoma","3316","39515",
"0500000US40105","Nowata County, Oklahoma","3734","37500",
"0500000US40107","Okfuskee County, Oklahoma","2705","33286",
"0500000US40109","Oklahoma County, Oklahoma","590","42916",
"0500000US40111","Okmulgee County, Oklahoma","2504","37820",
"0500000US40113","Osage County, Oklahoma","1266","41125",
"0500000US40115","Ottawa County, Oklahoma","1300","35483",
"0500000US40117","Pawnee County, Oklahoma","3074","40059",
"0500000US40119","Payne County, Oklahoma","1451","34752",
"0500000US40121","Pittsburg County, Oklahoma","1961","39245",
"0500000US40123","Pontotoc County, Oklahoma","1808","37484",
"0500000US40125","Pottawatomie County, Oklahoma","1556","40085",
"0500000US40127","Pushmataha County, Oklahoma","3672","26742",
